"ZIP
code [1]",Size of adjusted gross income,Number of returns [2],Number of single returns,Number of joint returns,Number of head of household returns,Number of individuals,Elderly returns,"Business or profession
net income (less loss)",Farm returns,Unemployment compensation [9],Taxable Social Security benefits,Partnership/S-corp net income (less loss)
98944,"$50,000 under $75,000",1410,330,820,250,4240,240,120,50,210,190,30
98944,"$75,000 under $100,000",570,100,420,70,1740,130,70,0,70,80,20
98944,"$100,000 under $200,000",570,70,490,0,1730,180,100,60,40,110,60
98944,"$200,000 or more",110,0,90,0,300,60,40,20,0,30,50
,,,,,,,,,,,,
98946,,280,130,120,0,510,100,40,20,0,60,0
98946,"$1 under $25,000",70,50,0,0,80,0,20,0,0,0,0
98946,"$25,000 under $50,000",80,50,30,0,130,40,0,20,0,40,0
98946,"$50,000 under $75,000",50,30,30,0,120,30,20,0,0,0,0
98946,"$75,000 under $100,000",30,0,20,0,70,30,0,0,0,20,0
98946,"$100,000 under $200,000",50,0,40,0,110,0,0,0,0,0,0
98946,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98947,,1400,610,530,230,2990,260,80,60,150,130,30
98947,"$1 under $25,000",450,330,60,50,590,70,30,20,30,0,0
98947,"$25,000 under $50,000",490,200,140,140,1080,70,20,0,60,50,0
98947,"$50,000 under $75,000",220,60,130,40,630,40,30,20,40,30,0
98947,"$75,000 under $100,000",120,20,100,0,370,30,0,0,20,20,0
98947,"$100,000 under $200,000",120,0,100,0,320,50,0,20,0,30,30
98947,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98948,,5820,2740,1560,1480,12660,910,350,50,830,400,60
98948,"$1 under $25,000",2400,1650,220,520,3660,330,150,20,270,50,0
98948,"$25,000 under $50,000",2050,820,470,730,4890,270,100,0,310,150,30
98948,"$50,000 under $75,000",820,200,450,170,2410,160,40,0,170,100,0
98948,"$75,000 under $100,000",310,50,220,40,960,70,30,30,50,50,30
98948,"$100,000 under $200,000",210,20,170,20,650,80,30,0,30,50,0
98948,"$200,000 or more",30,0,30,0,90,0,0,0,0,0,0
,,,,,,,,,,,,
98951,,5580,2480,1590,1460,12450,830,320,100,650,400,120
98951,"$1 under $25,000",2280,1510,230,530,3670,260,120,20,200,40,0
98951,"$25,000 under $50,000",2020,760,500,750,4950,260,80,30,250,150,30
98951,"$50,000 under $75,000",710,150,400,140,2090,140,40,20,140,90,20
98951,"$75,000 under $100,000",270,30,210,40,850,70,30,0,60,50,0
98951,"$100,000 under $200,000",240,30,200,0,720,80,50,30,0,70,40
98951,"$200,000 or more",60,0,50,0,170,20,0,0,0,0,30
,,,,,,,,,,,,
98952,,710,340,160,210,1500,120,30,0,50,60,0
98952,"$1 under $25,000",290,210,0,60,410,20,0,0,0,0,0
98952,"$25,000 under $50,000",240,90,60,110,600,40,30,0,50,40,0
98952,"$50,000 under $75,000",100,40,50,40,260,30,0,0,0,0,0
98952,"$75,000 under $100,000",40,0,20,0,120,30,0,0,0,20,0
98952,"$100,000 under $200,000",40,0,30,0,110,0,0,0,0,0,0
98952,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98953,,3320,1570,1200,500,6690,690,290,120,260,390,130
98953,"$1 under $25,000",1120,860,100,140,1380,180,70,0,60,40,30
98953,"$25,000 under $50,000",860,440,170,230,1680,130,50,30,90,100,0
98953,"$50,000 under $75,000",540,180,270,80,1310,140,60,40,50,90,30
98953,"$75,000 under $100,000",300,50,220,50,860,90,40,0,30,60,0
98953,"$100,000 under $200,000",410,40,360,0,1180,120,70,50,30,80,30
98953,"$200,000 or more",90,0,80,0,280,30,0,0,0,20,40
,,,,,,,,,,,,
99001,,3140,1570,920,600,6100,440,220,0,120,250,40
99001,"$1 under $25,000",1220,800,120,280,1890,160,70,0,40,40,0
99001,"$25,000 under $50,000",1050,550,240,240,2050,100,60,0,40,80,0
99001,"$50,000 under $75,000",440,160,220,60,1020,80,40,0,20,60,0
99001,"$75,000 under $100,000",220,60,160,20,560,50,20,0,20,40,40
99001,"$100,000 under $200,000",190,0,180,0,530,50,30,0,0,30,0
99001,"$200,000 or more",20,0,0,0,50,0,0,0,0,0,0
,,,,,,,,,,,,
99003,,2580,1040,1290,200,5220,880,380,70,150,560,170
99003,"$1 under $25,000",720,520,110,80,940,210,110,0,20,50,30
99003,"$25,000 under $50,000",560,290,170,80,1010,180,60,0,40,130,0
99003,"$50,000 under $75,000",370,130,210,20,840,140,50,40,30,110,30
99003,"$75,000 under $100,000",310,50,250,20,790,120,50,0,30,100,20
99003,"$100,000 under $200,000",500,50,440,0,1320,190,80,30,30,140,50
99003,"$200,000 or more",120,0,110,0,320,40,30,0,0,30,40
,,,,,,,,,,,,
99004,,9120,4770,3480,740,16270,2040,990,170,290,1380,370
99004,"$1 under $25,000",3360,2790,290,250,3570,430,260,20,70,130,30
99004,"$25,000 under $50,000",2140,1270,520,300,3620,430,170,30,80,340,50
99004,"$50,000 under $75,000",1200,410,650,110,2660,370,160,30,50,290,50
99004,"$75,000 under $100,000",920,180,680,50,2330,300,130,20,50,240,40
99004,"$100,000 under $200,000",1270,120,1130,30,3460,430,220,70,40,330,120
99004,"$200,000 or more",230,0,210,0,630,80,50,0,0,50,80
,,,,,,,,,,,,
99005,,4680,1760,2600,290,10160,1340,760,70,170,890,460
99005,"$1 under $25,000",1160,950,130,60,1090,230,140,0,30,80,20
99005,"$25,000 under $50,000",760,430,250,80,1330,230,100,40,30,190,30
99005,"$50,000 under $75,000",590,180,340,70,1350,210,100,0,30,160,40
99005,"$75,000 under $100,000",560,110,400,40,1500,180,90,0,30,150,40
99005,"$100,000 under $200,000",1230,90,1120,40,3730,370,240,30,50,250,170
99005,"$200,000 or more",380,0,360,0,1160,120,90,0,0,60,160
,,,,,,,,,,,,
99006,,6080,2400,3060,530,12770,1900,810,210,360,1260,330
99006,"$1 under $25,000",1760,1230,330,180,2330,530,220,50,60,140,40
99006,"$25,000 under $50,000",1450,710,520,200,2870,400,160,30,80,350,40
99006,"$50,000 under $75,000",960,270,580,90,2270,310,130,30,100,270,40
99006,"$75,000 under $100,000",740,100,590,30,1940,270,100,30,50,210,50
99006,"$100,000 under $200,000",980,90,870,30,2860,320,170,70,70,240,100
99006,"$200,000 or more",190,0,170,0,500,70,30,0,0,50,60
,,,,,,,,,,,,
99008,,270,120,130,0,540,80,40,0,0,40,0
99008,"$1 under $25,000",70,50,0,0,90,0,0,0,0,0,0
99008,"$25,000 under $50,000",70,40,30,0,130,60,0,0,0,0,0
99008,"$50,000 under $75,000",50,30,30,0,110,0,40,0,0,40,0
99008,"$75,000 under $100,000",30,0,30,0,80,20,0,0,0,0,0
99008,"$100,000 under $200,000",50,0,40,0,130,0,0,0,0,0,0
99008,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99009,,1840,790,850,190,3670,550,260,80,160,330,90
99009,"$1 under $25,000",580,410,110,60,790,180,70,30,30,40,30
99009,"$25,000 under $50,000",490,240,150,80,910,140,60,0,40,110,0
99009,"$50,000 under $75,000",290,80,180,30,720,80,50,20,30,70,20
99009,"$75,000 under $100,000",220,30,180,20,550,70,40,0,30,60,0
99009,"$100,000 under $200,000",230,30,200,0,620,80,40,30,30,50,40
99009,"$200,000 or more",30,0,30,0,80,0,0,0,0,0,0
,,,,,,,,,,,,
99011,,1010,380,560,30,2300,0,50,0,0,0,0
99011,"$1 under $25,000",400,310,70,0,510,0,0,0,0,0,0
99011,"$25,000 under $50,000",330,70,240,30,890,0,30,0,0,0,0
99011,"$50,000 under $75,000",150,0,130,0,450,0,20,0,0,0,0
99011,"$75,000 under $100,000",70,0,60,0,240,0,0,0,0,0,0
99011,"$100,000 under $200,000",60,0,60,0,210,0,0,0,0,0,0
99011,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99012,,440,180,220,30,890,130,40,30,0,70,30
99012,"$1 under $25,000",140,100,20,30,160,40,0,0,0,0,0
99012,"$25,000 under $50,000",100,50,40,0,190,30,0,0,0,30,0
99012,"$50,000 under $75,000",80,30,50,0,200,40,40,30,0,20,30
99012,"$75,000 under $100,000",40,0,40,0,110,0,0,0,0,20,0
99012,"$100,000 under $200,000",80,0,70,0,230,20,0,0,0,0,0
99012,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99013,,480,190,190,90,1030,100,70,0,40,60,0
99013,"$1 under $25,000",170,90,40,40,330,30,30,0,0,0,0
99013,"$25,000 under $50,000",130,60,50,30,280,30,40,0,0,30,0
99013,"$50,000 under $75,000",80,40,30,20,150,20,0,0,40,30,0
99013,"$75,000 under $100,000",50,0,30,0,130,20,0,0,0,0,0
99013,"$100,000 under $200,000",50,0,40,0,140,0,0,0,0,0,0
99013,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99016,,8410,3570,4060,700,17380,2220,1150,30,300,1410,560
99016,"$1 under $25,000",2130,1650,320,160,2350,560,220,0,40,160,30
99016,"$25,000 under $50,000",1700,1000,410,250,2910,470,210,0,70,340,50
99016,"$50,000 under $75,000",1280,510,600,140,2680,380,160,30,70,310,40
99016,"$75,000 under $100,000",1030,220,720,80,2600,300,160,0,50,230,60
99016,"$100,000 under $200,000",1750,160,1520,70,5110,400,300,0,70,300,180
99016,"$200,000 or more",520,30,490,0,1730,110,100,0,0,70,200
,,,,,,,,,,,,
99018,,110,50,60,0,240,40,0,0,0,20,0
99018,"$1 under $25,000",40,30,0,0,50,0,0,0,0,20,0
99018,"$25,000 under $50,000",20,20,40,0,50,0,0,0,0,0,0
99018,"$50,000 under $75,000",30,0,0,0,70,40,0,0,0,0,0
99018,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0
99018,"$100,000 under $200,000",20,0,20,0,70,0,0,0,0,0,0
99018,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99019,,6200,2730,2950,470,12420,1900,960,0,160,1210,680
99019,"$1 under $25,000",1460,1200,150,100,1430,370,170,0,20,100,0
99019,"$25,000 under $50,000",1190,760,250,160,1880,330,130,0,30,260,70
99019,"$50,000 under $75,000",780,340,330,90,1500,260,110,0,50,200,40
99019,"$75,000 under $100,000",620,180,380,60,1420,220,100,0,0,180,50
99019,"$100,000 under $200,000",1390,180,1170,60,3860,480,250,0,60,350,200
99019,"$200,000 or more",760,70,670,0,2330,240,200,0,0,120,320
,,,,,,,,,,,,
99021,,4700,1960,2270,420,9500,1400,650,80,220,860,320
99021,"$1 under $25,000",1270,960,190,120,1430,320,140,0,40,80,20
99021,"$25,000 under $50,000",1020,600,250,150,1720,280,100,30,60,220,20
99021,"$50,000 under $75,000",660,230,340,80,1480,220,100,0,50,170,40
99021,"$75,000 under $100,000",550,90,410,40,1400,190,80,0,30,140,40
99021,"$100,000 under $200,000",940,80,840,30,2710,310,170,50,40,200,100
99021,"$200,000 or more",260,0,240,0,760,80,60,0,0,50,100
,,,,,,,,,,,,
99022,,4180,1840,1870,400,8170,1190,440,70,140,820,140
99022,"$1 under $25,000",1090,820,140,120,1340,260,120,0,30,90,20
99022,"$25,000 under $50,000",1130,640,270,180,1970,280,80,0,40,230,0
99022,"$50,000 under $75,000",690,230,380,70,1560,220,70,40,50,180,40
99022,"$75,000 under $100,000",500,80,390,30,1260,180,60,0,0,140,0
99022,"$100,000 under $200,000",670,70,600,0,1760,210,90,30,20,160,50
99022,"$200,000 or more",100,0,90,0,280,40,20,0,0,20,30
,,,,,,,,,,,,
99023,,280,90,160,0,620,80,40,0,0,50,40
99023,"$1 under $25,000",70,70,0,0,80,30,0,0,0,20,0
99023,"$25,000 under $50,000",40,0,40,0,80,0,0,0,0,0,0
99023,"$50,000 under $75,000",30,20,0,0,60,20,0,0,0,0,0
99023,"$75,000 under $100,000",40,0,30,0,90,0,40,0,0,30,0
99023,"$100,000 under $200,000",70,0,60,0,210,30,0,0,0,0,40
99023,"$200,000 or more",30,0,30,0,100,0,0,0,0,0,0
,,,,,,,,,,,,
99025,,2540,1010,1270,230,5080,750,380,40,150,450,190
99025,"$1 under $25,000",640,470,100,60,730,160,90,0,0,50,30
99025,"$25,000 under $50,000",550,290,160,80,990,140,70,0,40,100,0
99025,"$50,000 under $75,000",400,130,210,50,920,120,50,0,30,90,30
99025,"$75,000 under $100,000",310,50,240,40,800,120,50,40,30,80,20
99025,"$100,000 under $200,000",490,70,430,0,1270,160,80,0,50,100,60
99025,"$200,000 or more",150,0,130,0,370,50,40,0,0,30,50
,,,,,,,,,,,,
99026,,4660,1730,2580,280,9550,1650,700,50,200,1150,350
99026,"$1 under $25,000",1150,840,210,80,1380,340,170,0,40,100,30
99026,"$25,000 under $50,000",890,480,290,90,1530,290,120,30,40,260,30
99026,"$50,000 under $75,000",650,210,370,60,1420,270,90,0,40,220,40
99026,"$75,000 under $100,000",610,90,480,30,1550,250,80,0,30,210,40
99026,"$100,000 under $200,000",1100,80,1000,20,2960,400,190,20,50,300,120
99026,"$200,000 or more",260,30,230,0,710,100,50,0,0,60,90
,,,,,,,,,,,,
99027,,3250,1450,1470,320,6230,1050,420,50,160,640,190
99027,"$1 under $25,000",920,660,150,100,1170,270,130,20,30,70,20
99027,"$25,000 under $50,000",830,460,230,140,1430,250,70,0,50,180,30
99027,"$50,000 under $75,000",480,180,240,50,1000,180,70,0,20,140,20
99027,"$75,000 under $100,000",370,80,280,30,890,130,40,30,30,100,20
99027,"$100,000 under $200,000",540,70,470,0,1440,170,110,0,30,120,60
99027,"$200,000 or more",110,0,100,0,300,50,0,0,0,30,40
,,,,,,,,,,,,
99029,,770,300,340,70,1600,240,90,40,30,150,40
99029,"$1 under $25,000",250,150,30,20,300,60,40,0,0,0,0
99029,"$25,000 under $50,000",180,100,50,30,370,50,0,0,0,60,0
99029,"$50,000 under $75,000",120,30,70,20,320,40,30,0,30,20,0
99029,"$75,000 under $100,000",100,20,80,0,270,40,0,40,0,30,0
99029,"$100,000 under $200,000",120,0,110,0,340,50,20,0,0,40,40
99029,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99030,,530,220,250,40,1060,150,70,40,30,80,40
99030,"$1 under $25,000",140,100,20,0,170,30,0,0,0,20,0
99030,"$25,000 under $50,000",120,70,30,40,200,30,40,0,30,0,0
99030,"$50,000 under $75,000",90,30,60,0,220,30,0,0,0,30,0
99030,"$75,000 under $100,000",70,20,50,0,180,20,30,40,0,0,40
99030,"$100,000 under $200,000",90,0,90,0,230,40,0,0,0,30,0
99030,"$200,000 or more",20,0,0,0,60,0,0,0,0,0,0
,,,,,,,,,,,,
99031,,660,260,340,40,1290,230,90,40,30,140,40
99031,"$1 under $25,000",190,140,30,0,200,60,40,0,0,0,20
99031,"$25,000 under $50,000",110,60,40,40,200,30,0,0,30,40,0
99031,"$50,000 under $75,000",110,30,70,0,240,40,30,40,0,30,0
99031,"$75,000 under $100,000",100,30,70,0,240,40,0,0,0,40,0
99031,"$100,000 under $200,000",120,0,110,0,340,60,20,0,0,30,20
99031,"$200,000 or more",30,0,20,0,70,0,0,0,0,0,0
,,,,,,,,,,,,
99032,,320,140,130,30,610,110,30,20,0,70,0
99032,"$1 under $25,000",100,70,20,30,150,40,30,20,0,0,0
99032,"$25,000 under $50,000",100,40,30,0,180,20,0,0,0,40,0
99032,"$50,000 under $75,000",40,30,20,0,100,30,0,0,0,0,0
99032,"$75,000 under $100,000",40,0,30,0,90,0,0,0,0,30,0
99032,"$100,000 under $200,000",40,0,30,0,90,20,0,0,0,0,0
99032,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99033,,360,140,160,50,750,120,50,0,0,80,20
99033,"$1 under $25,000",110,60,30,20,170,40,0,0,0,0,0
99033,"$25,000 under $50,000",110,50,30,30,220,30,50,0,0,40,20
99033,"$50,000 under $75,000",60,30,30,0,120,30,0,0,0,20,0
99033,"$75,000 under $100,000",40,0,40,0,130,20,0,0,0,20,0
99033,"$100,000 under $200,000",40,0,30,0,110,0,0,0,0,0,0
99033,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99034,,130,60,60,0,270,30,20,0,0,20,0
99034,"$1 under $25,000",50,40,0,0,70,0,20,0,0,0,0
99034,"$25,000 under $50,000",30,20,40,0,70,30,0,0,0,20,0
99034,"$50,000 under $75,000",20,0,0,0,50,0,0,0,0,0,0
99034,"$75,000 under $100,000",30,0,20,0,80,0,0,0,0,0,0
99034,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0
99034,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99036,,790,280,470,30,1720,280,130,50,20,160,110
99036,"$1 under $25,000",180,140,30,0,170,50,0,20,20,20,0
99036,"$25,000 under $50,000",130,80,30,30,200,40,50,0,0,30,0
99036,"$50,000 under $75,000",90,30,60,0,190,50,0,0,0,30,30
99036,"$75,000 under $100,000",100,30,80,0,270,40,20,0,0,30,0
99036,"$100,000 under $200,000",190,0,180,0,570,60,40,30,0,50,40
99036,"$200,000 or more",100,0,90,0,320,40,20,0,0,0,40
,,,,,,,,,,,,
99037,,8150,3860,3410,800,15620,2150,1010,20,350,1440,500
99037,"$1 under $25,000",2260,1760,250,230,2560,480,230,20,60,150,30
99037,"$25,000 under $50,000",2040,1210,450,350,3460,410,190,0,100,330,50
99037,"$50,000 under $75,000",1210,530,530,130,2450,370,140,0,70,300,50
99037,"$75,000 under $100,000",860,190,630,50,2230,290,130,0,50,240,60
99037,"$100,000 under $200,000",1400,140,1220,40,3840,470,250,0,70,340,160
99037,"$200,000 or more",380,30,330,0,1080,130,70,0,0,80,150
,,,,,,,,,,,,
99040,,450,190,80,170,990,90,40,0,40,50,0
99040,"$1 under $25,000",140,80,0,50,250,0,0,0,0,0,0
99040,"$25,000 under $50,000",180,70,0,90,400,60,40,0,0,0,0
99040,"$50,000 under $75,000",60,40,50,30,150,0,0,0,40,50,0
99040,"$75,000 under $100,000",40,0,0,0,100,30,0,0,0,0,0
99040,"$100,000 under $200,000",30,0,30,0,90,0,0,0,0,0,0
99040,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99101,,650,260,330,60,1350,240,120,50,60,130,40
99101,"$1 under $25,000",240,140,70,30,390,90,40,0,0,20,0
99101,"$25,000 under $50,000",170,90,70,30,350,50,50,0,40,40,0
99101,"$50,000 under $75,000",100,30,70,0,250,40,0,50,20,50,0
99101,"$75,000 under $100,000",60,0,50,0,150,30,30,0,0,0,40
99101,"$100,000 under $200,000",80,0,70,0,210,30,0,0,0,20,0
99101,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99103,,210,80,110,0,450,90,0,0,0,60,30
99103,"$1 under $25,000",50,30,0,0,60,30,0,0,0,0,0
99103,"$25,000 under $50,000",40,30,0,0,70,0,0,0,0,30,0
99103,"$50,000 under $75,000",30,20,40,0,80,30,0,0,0,0,0
99103,"$75,000 under $100,000",30,0,20,0,70,0,0,0,0,30,30
99103,"$100,000 under $200,000",60,0,50,0,170,30,0,0,0,0,0
99103,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99109,,2300,1000,1070,220,4520,920,330,90,120,580,140
99109,"$1 under $25,000",730,490,160,80,1060,280,100,0,0,70,0
99109,"$25,000 under $50,000",630,300,230,90,1240,220,90,40,60,180,40
99109,"$50,000 under $75,000",340,120,190,50,730,140,40,30,30,110,30
99109,"$75,000 under $100,000",230,50,170,0,520,100,30,0,30,90,0
99109,"$100,000 under $200,000",310,40,270,0,820,150,50,20,0,110,50
99109,"$200,000 or more",60,0,50,0,150,30,20,0,0,20,20
,,,,,,,,,,,,
99110,,710,290,350,80,1600,180,120,40,50,110,40
99110,"$1 under $25,000",220,140,50,40,370,60,40,0,30,0,0
99110,"$25,000 under $50,000",180,90,60,40,390,40,30,0,0,70,0
99110,"$50,000 under $75,000",100,30,60,0,250,20,30,40,20,0,0
99110,"$75,000 under $100,000",100,30,80,0,260,30,0,0,0,20,40
99110,"$100,000 under $200,000",110,0,100,0,330,30,20,0,0,20,0
99110,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99111,,1930,870,890,140,3650,630,270,120,40,400,210
99111,"$1 under $25,000",540,410,70,50,590,160,60,20,0,30,50
99111,"$25,000 under $50,000",470,270,130,60,790,120,40,0,40,100,0
99111,"$50,000 under $75,000",320,120,180,30,670,120,50,40,0,110,30
99111,"$75,000 under $100,000",220,30,180,0,590,80,40,0,0,70,40
99111,"$100,000 under $200,000",320,40,280,0,850,130,80,60,0,90,60
99111,"$200,000 or more",60,0,50,0,160,20,0,0,0,0,30
,,,,,,,,,,,,
99113,,400,170,210,20,780,150,40,40,0,100,40
99113,"$1 under $25,000",90,70,30,20,80,20,0,0,0,0,0
99113,"$25,000 under $50,000",80,50,0,0,120,30,20,0,0,40,0
99113,"$50,000 under $75,000",70,50,40,0,150,30,0,0,0,40,0
99113,"$75,000 under $100,000",60,0,40,0,130,30,20,40,0,0,0
99113,"$100,000 under $200,000",100,0,100,0,300,40,0,0,0,20,40
99113,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99114,,5380,2300,2510,500,10590,1930,710,160,310,1190,330
99114,"$1 under $25,000",1760,1180,340,210,2460,570,210,30,60,140,40
99114,"$25,000 under $50,000",1370,700,450,200,2570,430,150,40,90,320,40
99114,"$50,000 under $75,000",840,260,510,50,1890,330,110,30,70,270,50
99114,"$75,000 under $100,000",580,80,470,40,1470,240,80,20,50,190,40
99114,"$100,000 under $200,000",690,80,610,0,1800,290,120,40,40,220,100
99114,"$200,000 or more",140,0,130,0,400,70,40,0,0,50,60
,,,,,,,,,,,,
99115,,530,240,250,50,1000,220,60,20,30,130,40
99115,"$1 under $25,000",190,120,40,20,260,80,40,20,30,20,0
99115,"$25,000 under $50,000",120,60,50,30,230,50,0,0,0,40,0
99115,"$50,000 under $75,000",80,60,40,0,160,60,20,0,0,40,0
99115,"$75,000 under $100,000",50,0,40,0,120,0,0,0,0,0,0
99115,"$100,000 under $200,000",90,0,80,0,230,30,0,0,0,30,40
99115,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99116,,650,310,210,130,1220,220,20,0,30,140,0
99116,"$1 under $25,000",160,120,0,30,210,40,0,0,0,0,0
99116,"$25,000 under $50,000",190,100,50,50,340,60,20,0,30,50,0
99116,"$50,000 under $75,000",120,50,40,30,220,50,0,0,0,40,0
99116,"$75,000 under $100,000",80,40,40,20,180,30,0,0,0,30,0
99116,"$100,000 under $200,000",100,0,80,0,270,40,0,0,0,20,0
99116,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99117,,200,90,100,0,380,100,0,0,0,60,0
99117,"$1 under $25,000",60,40,0,0,80,30,0,0,0,0,0
99117,"$25,000 under $50,000",40,20,50,0,80,40,0,0,0,40,0
99117,"$50,000 under $75,000",30,30,0,0,50,0,0,0,0,0,0
99117,"$75,000 under $100,000",30,0,20,0,60,30,0,0,0,20,0
99117,"$100,000 under $200,000",40,0,30,0,110,0,0,0,0,0,0
99117,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99118,,280,100,150,0,560,110,30,0,0,70,0
99118,"$1 under $25,000",100,60,20,0,160,30,0,0,0,0,0
99118,"$25,000 under $50,000",60,20,30,0,100,30,30,0,0,40,0
99118,"$50,000 under $75,000",40,20,30,0,90,30,0,0,0,0,0
99118,"$75,000 under $100,000",30,0,30,0,100,0,0,0,0,30,0
99118,"$100,000 under $200,000",50,0,40,0,110,20,0,0,0,0,0
99118,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99119,,470,200,230,40,870,190,70,0,30,120,0
99119,"$1 under $25,000",150,100,30,20,200,40,30,0,0,0,0
99119,"$25,000 under $50,000",120,60,50,20,220,50,0,0,30,50,0
99119,"$50,000 under $75,000",70,40,40,0,140,40,40,0,0,30,0
99119,"$75,000 under $100,000",50,0,40,0,100,30,0,0,0,20,0
99119,"$100,000 under $200,000",80,0,70,0,210,30,0,0,0,20,0
99119,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99122,,1780,720,910,140,3680,690,240,70,80,460,170
99122,"$1 under $25,000",490,360,90,40,600,160,60,30,0,40,0
99122,"$25,000 under $50,000",410,200,140,70,770,140,40,0,50,120,30
99122,"$50,000 under $75,000",290,90,170,30,670,120,30,20,0,90,30
99122,"$75,000 under $100,000",230,40,180,0,630,100,40,0,30,80,20
99122,"$100,000 under $200,000",300,30,270,0,820,140,70,20,0,130,60
99122,"$200,000 or more",60,0,60,0,190,30,0,0,0,0,30
,,,,,,,,,,,,
99123,,500,200,250,40,950,220,40,0,0,140,0
99123,"$1 under $25,000",120,80,20,0,150,50,20,0,0,0,0
99123,"$25,000 under $50,000",110,60,30,40,180,40,0,0,0,40,0
99123,"$50,000 under $75,000",80,30,40,0,160,40,0,0,0,30,0
99123,"$75,000 under $100,000",60,30,40,0,150,30,0,0,0,30,0
99123,"$100,000 under $200,000",130,0,120,0,310,60,20,0,0,40,0
99123,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99125,,230,80,110,0,450,80,0,0,0,50,20
99125,"$1 under $25,000",60,30,30,0,90,0,0,0,0,0,0
99125,"$25,000 under $50,000",60,30,0,0,110,50,0,0,0,30,20
99125,"$50,000 under $75,000",40,20,30,0,90,0,0,0,0,0,0
99125,"$75,000 under $100,000",40,0,20,0,80,30,0,0,0,20,0
99125,"$100,000 under $200,000",30,0,30,0,80,0,0,0,0,0,0
99125,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99126,,360,140,200,20,820,130,50,0,30,90,0
99126,"$1 under $25,000",130,80,40,20,230,40,0,0,0,0,0
99126,"$25,000 under $50,000",90,40,40,0,210,30,50,0,30,60,0
99126,"$50,000 under $75,000",60,20,50,0,160,40,0,0,0,0,0
99126,"$75,000 under $100,000",40,0,30,0,100,0,0,0,0,30,0
99126,"$100,000 under $200,000",40,0,40,0,120,20,0,0,0,0,0
99126,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99128,,130,50,70,0,250,50,0,0,0,30,0
99128,"$1 under $25,000",30,20,20,0,50,20,0,0,0,0,0
99128,"$25,000 under $50,000",30,30,0,0,60,0,0,0,0,0,0
99128,"$50,000 under $75,000",40,0,20,0,70,30,0,0,0,30,0
99128,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0
99128,"$100,000 under $200,000",30,0,30,0,70,0,0,0,0,0,0
99128,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99129,,220,80,100,40,440,70,0,0,20,50,0
99129,"$1 under $25,000",90,40,20,40,140,20,0,0,20,20,0
99129,"$25,000 under $50,000",60,40,20,0,140,20,0,0,0,0,0
99129,"$50,000 under $75,000",40,0,30,0,90,30,0,0,0,30,0
99129,"$75,000 under $100,000",30,0,30,0,70,0,0,0,0,0,0
99129,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0
99129,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99130,,380,150,190,30,770,140,50,30,0,80,30
99130,"$1 under $25,000",100,70,0,30,130,40,30,0,0,0,0
99130,"$25,000 under $50,000",100,50,50,0,180,30,0,30,0,50,0
99130,"$50,000 under $75,000",50,30,30,0,110,40,0,0,0,0,30
