"ZIP
code [1]",Size of adjusted gross income,Number of returns [2],Number of single returns,Number of joint returns,Number of head of household returns,Number of individuals,Elderly returns,"Business or profession
net income (less loss)",Farm returns,Unemployment compensation [9],Taxable Social Security benefits,Partnership/S-corp net income (less loss)
98605,,750,380,250,100,1390,180,100,0,60,90,40
98605,"$1 under $25,000",240,180,30,40,340,60,30,0,30,0,20
98605,"$25,000 under $50,000",220,120,50,40,410,40,40,0,0,40,0
98605,"$50,000 under $75,000",110,40,50,20,220,50,0,0,30,30,0
98605,"$75,000 under $100,000",80,40,50,0,190,0,30,0,0,0,0
98605,"$100,000 under $200,000",80,0,70,0,190,30,0,0,0,20,20
98605,"$200,000 or more",20,0,0,0,40,0,0,0,0,0,0
,,,,,,,,,,,,
98606,,4820,1920,2560,280,10370,1500,820,110,180,980,560
98606,"$1 under $25,000",1150,930,130,80,1170,270,160,0,30,90,30
98606,"$25,000 under $50,000",800,470,230,80,1350,220,130,0,30,170,40
98606,"$50,000 under $75,000",610,250,300,50,1300,240,90,50,50,180,50
98606,"$75,000 under $100,000",530,130,360,30,1350,200,110,0,0,150,60
98606,"$100,000 under $200,000",1180,100,1040,40,3480,410,220,40,70,290,170
98606,"$200,000 or more",550,40,500,0,1720,160,110,20,0,100,210
,,,,,,,,,,,,
98607,,15960,6290,8140,1280,34580,3890,2730,80,540,2540,1560
98607,"$1 under $25,000",3500,2880,330,240,3310,670,510,0,60,220,70
98607,"$25,000 under $50,000",2470,1500,550,350,3990,600,330,0,110,480,100
98607,"$50,000 under $75,000",1800,790,710,260,3590,550,280,40,80,430,120
98607,"$75,000 under $100,000",1600,430,970,160,3820,520,290,0,60,390,130
98607,"$100,000 under $200,000",4050,520,3300,200,11780,1050,770,20,170,740,410
98607,"$200,000 or more",2540,170,2280,70,8090,500,550,20,60,280,730
,,,,,,,,,,,,
98610,,1410,640,560,190,2680,370,150,0,110,200,60
98610,"$1 under $25,000",450,300,70,70,630,110,60,0,0,30,0
98610,"$25,000 under $50,000",360,220,70,70,610,90,30,0,40,60,30
98610,"$50,000 under $75,000",220,100,110,30,470,60,30,0,50,40,0
98610,"$75,000 under $100,000",160,0,120,20,390,50,0,0,0,30,0
98610,"$100,000 under $200,000",180,20,160,0,500,60,30,0,20,40,30
98610,"$200,000 or more",40,0,30,0,80,0,0,0,0,0,0
,,,,,,,,,,,,
98611,,4860,1970,2300,520,9740,1500,510,90,270,1050,210
98611,"$1 under $25,000",1290,890,220,160,1740,370,130,0,30,120,0
98611,"$25,000 under $50,000",1110,570,340,180,1970,370,100,0,60,310,40
98611,"$50,000 under $75,000",840,300,410,110,1760,290,80,50,70,240,30
98611,"$75,000 under $100,000",580,120,420,40,1460,180,60,0,40,160,30
98611,"$100,000 under $200,000",880,90,770,30,2400,240,120,40,70,190,60
98611,"$200,000 or more",160,0,140,0,410,50,20,0,0,30,50
,,,,,,,,,,,,
98612,,1440,620,670,120,2680,660,250,40,40,460,90
98612,"$1 under $25,000",430,280,90,40,590,170,80,0,20,50,0
98612,"$25,000 under $50,000",310,160,100,40,530,130,40,0,0,110,0
98612,"$50,000 under $75,000",220,80,110,40,470,100,40,40,20,100,40
98612,"$75,000 under $100,000",190,50,130,0,420,100,30,0,0,80,0
98612,"$100,000 under $200,000",230,50,200,0,530,120,60,0,0,90,30
98612,"$200,000 or more",60,0,40,0,140,40,0,0,0,30,20
,,,,,,,,,,,,
98613,,180,80,100,0,360,60,20,40,0,30,0
98613,"$1 under $25,000",60,40,30,0,90,30,20,0,0,0,0
98613,"$25,000 under $50,000",40,40,0,0,60,0,0,0,0,0,0
98613,"$50,000 under $75,000",50,0,40,0,130,30,0,40,0,30,0
98613,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0
98613,"$100,000 under $200,000",30,0,30,0,80,0,0,0,0,0,0
98613,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98616,,150,60,70,0,280,50,0,0,0,40,0
98616,"$1 under $25,000",40,30,20,0,50,20,0,0,0,0,0
98616,"$25,000 under $50,000",40,30,0,0,80,0,0,0,0,0,0
98616,"$50,000 under $75,000",40,0,30,0,90,30,0,0,0,40,0
98616,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0
98616,"$100,000 under $200,000",30,0,20,0,60,0,0,0,0,0,0
98616,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98619,,200,90,110,0,390,80,20,0,20,50,0
98619,"$1 under $25,000",60,40,30,0,90,30,20,0,20,0,0
98619,"$25,000 under $50,000",40,20,0,0,70,0,0,0,0,30,0
98619,"$50,000 under $75,000",40,30,20,0,80,20,0,0,0,0,0
98619,"$75,000 under $100,000",30,0,30,0,70,30,0,0,0,20,0
98619,"$100,000 under $200,000",30,0,30,0,80,0,0,0,0,0,0
98619,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98620,,3340,1440,1500,360,6480,1260,470,170,190,810,140
98620,"$1 under $25,000",1150,740,250,140,1680,390,160,30,50,120,40
98620,"$25,000 under $50,000",780,360,260,140,1490,260,100,30,50,220,0
98620,"$50,000 under $75,000",510,190,260,50,1080,200,70,20,30,150,30
98620,"$75,000 under $100,000",380,80,280,30,910,170,60,30,30,140,0
98620,"$100,000 under $200,000",450,70,390,0,1130,200,80,60,30,150,40
98620,"$200,000 or more",70,0,60,0,190,40,0,0,0,30,30
,,,,,,,,,,,,
98621,,100,50,40,0,170,40,0,0,0,30,0
98621,"$1 under $25,000",30,20,0,0,50,0,0,0,0,0,0
98621,"$25,000 under $50,000",30,30,0,0,40,40,0,0,0,0,0
98621,"$50,000 under $75,000",20,0,40,0,30,0,0,0,0,30,0
98621,"$75,000 under $100,000",20,0,0,0,50,0,0,0,0,0,0
98621,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0
98621,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98624,,650,290,260,60,1160,250,130,0,40,160,50
98624,"$1 under $25,000",200,150,20,40,260,70,30,0,0,0,0
98624,"$25,000 under $50,000",170,80,60,0,290,60,30,0,40,60,30
98624,"$50,000 under $75,000",110,30,60,20,230,40,40,0,0,30,0
98624,"$75,000 under $100,000",60,30,30,0,130,20,0,0,0,20,0
98624,"$100,000 under $200,000",80,0,70,0,190,60,30,0,0,50,20
98624,"$200,000 or more",30,0,20,0,60,0,0,0,0,0,0
,,,,,,,,,,,,
98625,,3610,1480,1750,340,7200,1140,460,40,170,780,180
98625,"$1 under $25,000",830,610,130,80,1030,260,110,0,30,90,20
98625,"$25,000 under $50,000",760,420,200,130,1340,230,80,0,40,190,0
98625,"$50,000 under $75,000",580,240,260,70,1180,180,70,0,30,140,40
98625,"$75,000 under $100,000",510,120,350,40,1250,170,60,40,30,140,0
98625,"$100,000 under $200,000",760,90,660,20,1980,240,110,0,40,180,60
98625,"$200,000 or more",170,0,150,0,420,60,30,0,0,40,60
,,,,,,,,,,,,
98626,,11720,5350,4330,1840,22990,2780,1060,50,570,1850,390
98626,"$1 under $25,000",3770,2610,450,660,5360,790,340,0,140,230,40
98626,"$25,000 under $50,000",3190,1640,720,740,5920,640,220,20,130,530,50
98626,"$50,000 under $75,000",1800,670,810,280,3900,480,140,0,120,400,50
98626,"$75,000 under $100,000",1200,260,810,110,2990,330,120,0,80,280,40
98626,"$100,000 under $200,000",1490,140,1300,50,4100,450,190,30,100,350,120
98626,"$200,000 or more",270,30,240,0,720,90,50,0,0,60,90
,,,,,,,,,,,,
98628,,190,90,70,20,360,70,0,0,0,40,0
98628,"$1 under $25,000",80,50,20,20,130,50,0,0,0,0,0
98628,"$25,000 under $50,000",50,40,30,0,80,0,0,0,0,40,0
98628,"$50,000 under $75,000",30,0,0,0,70,20,0,0,0,0,0
98628,"$75,000 under $100,000",30,0,20,0,80,0,0,0,0,0,0
98628,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0
98628,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98629,,4370,1760,2270,310,9170,1220,620,150,180,840,300
98629,"$1 under $25,000",1020,800,130,80,1060,240,120,0,20,80,30
98629,"$25,000 under $50,000",770,460,200,100,1280,210,90,40,40,170,0
98629,"$50,000 under $75,000",610,250,290,50,1250,190,90,0,30,140,30
98629,"$75,000 under $100,000",590,130,420,40,1550,190,100,30,30,160,40
98629,"$100,000 under $200,000",1090,90,970,40,3180,310,180,60,60,240,110
98629,"$200,000 or more",290,30,260,0,850,80,40,20,0,50,90
,,,,,,,,,,,,
98631,,1900,950,730,170,3210,830,260,30,80,570,110
98631,"$1 under $25,000",660,450,120,60,880,250,90,0,30,70,20
98631,"$25,000 under $50,000",480,270,130,70,780,170,40,0,20,140,0
98631,"$50,000 under $75,000",290,130,140,40,540,140,40,0,30,140,30
98631,"$75,000 under $100,000",170,50,100,0,350,90,20,0,0,80,0
98631,"$100,000 under $200,000",240,50,190,0,520,140,70,30,0,110,40
98631,"$200,000 or more",60,0,50,0,140,40,0,0,0,30,20
,,,,,,,,,,,,
98632,,23000,10870,8520,3260,43740,6730,2130,80,1030,4580,790
98632,"$1 under $25,000",7420,5190,910,1210,10310,1850,640,20,230,600,80
98632,"$25,000 under $50,000",5980,3190,1400,1260,10940,1410,410,0,280,1150,90
98632,"$50,000 under $75,000",3640,1490,1620,470,7610,1190,360,30,190,1000,100
98632,"$75,000 under $100,000",2440,600,1600,210,5810,890,260,0,150,760,100
98632,"$100,000 under $200,000",2920,340,2470,110,7530,1130,350,30,180,890,210
98632,"$200,000 or more",600,60,520,0,1540,260,110,0,0,180,210
,,,,,,,,,,,,
98635,,840,340,410,70,1610,350,140,30,60,230,50
98635,"$1 under $25,000",230,150,50,30,330,80,40,0,30,20,0
98635,"$25,000 under $50,000",200,100,70,40,350,80,30,30,0,60,20
98635,"$50,000 under $75,000",130,50,60,0,270,50,40,0,30,40,0
98635,"$75,000 under $100,000",110,40,80,0,240,60,0,0,0,50,0
98635,"$100,000 under $200,000",130,0,120,0,340,80,30,0,0,60,30
98635,"$200,000 or more",40,0,30,0,80,0,0,0,0,0,0
,,,,,,,,,,,,
98638,,760,340,330,70,1410,280,100,30,30,210,40
98638,"$1 under $25,000",220,150,40,30,280,70,20,0,0,30,0
98638,"$25,000 under $50,000",190,110,50,40,300,60,20,0,0,50,0
98638,"$50,000 under $75,000",140,60,70,0,290,60,30,30,30,50,0
98638,"$75,000 under $100,000",80,20,60,0,200,40,0,0,0,40,0
98638,"$100,000 under $200,000",130,0,110,0,340,50,30,0,0,40,40
98638,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98640,,2470,1130,1120,190,4220,1390,300,0,90,940,90
98640,"$1 under $25,000",890,550,240,80,1260,460,120,0,30,140,0
98640,"$25,000 under $50,000",640,340,220,80,1070,330,70,0,30,290,40
98640,"$50,000 under $75,000",340,120,200,30,680,200,30,0,0,180,0
98640,"$75,000 under $100,000",250,60,180,0,500,160,30,0,30,150,0
98640,"$100,000 under $200,000",270,60,220,0,560,190,50,0,0,140,30
98640,"$200,000 or more",80,0,60,0,150,50,0,0,0,40,20
,,,,,,,,,,,,
98642,,11280,4490,5730,840,23490,3290,1750,190,370,2240,1000
98642,"$1 under $25,000",2420,1910,290,180,2590,540,330,40,50,180,60
98642,"$25,000 under $50,000",1940,1150,490,250,3290,490,260,0,60,390,60
98642,"$50,000 under $75,000",1560,660,650,190,3120,500,230,20,60,410,70
98642,"$75,000 under $100,000",1370,350,880,110,3290,460,230,30,60,350,100
98642,"$100,000 under $200,000",2850,330,2410,90,7890,920,470,60,110,690,300
98642,"$200,000 or more",1140,90,1010,20,3310,380,230,40,30,220,410
,,,,,,,,,,,,
98643,,180,80,80,0,340,80,0,0,0,50,0
98643,"$1 under $25,000",70,60,30,0,100,40,0,0,0,0,0
98643,"$25,000 under $50,000",30,0,0,0,50,0,0,0,0,0,0
98643,"$50,000 under $75,000",50,20,30,0,100,40,0,0,0,50,0
98643,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0
98643,"$100,000 under $200,000",30,0,20,0,90,0,0,0,0,0,0
98643,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98645,,690,280,350,80,1410,240,70,0,40,170,0
98645,"$1 under $25,000",190,130,30,30,250,60,30,0,0,30,0
98645,"$25,000 under $50,000",150,90,40,30,250,50,0,0,0,40,0
98645,"$50,000 under $75,000",110,30,70,20,260,40,20,0,40,40,0
98645,"$75,000 under $100,000",90,30,70,0,260,30,0,0,0,20,0
98645,"$100,000 under $200,000",150,0,140,0,390,60,20,0,0,40,0
98645,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98647,,180,80,80,0,390,50,30,0,0,40,0
98647,"$1 under $25,000",60,40,20,0,100,0,0,0,0,0,0
98647,"$25,000 under $50,000",40,40,0,0,90,0,30,0,0,0,0
98647,"$50,000 under $75,000",60,0,60,0,140,50,0,0,0,40,0
98647,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0
98647,"$100,000 under $200,000",20,0,0,0,60,0,0,0,0,0,0
98647,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98648,,1510,680,650,140,2700,520,260,0,80,340,100
98648,"$1 under $25,000",400,300,50,40,450,110,70,0,0,20,20
98648,"$25,000 under $50,000",320,180,80,60,510,110,40,0,50,70,0
98648,"$50,000 under $75,000",240,100,110,40,470,90,30,0,0,80,30
98648,"$75,000 under $100,000",170,40,110,0,350,70,30,0,30,60,0
98648,"$100,000 under $200,000",310,60,240,0,750,110,60,0,0,110,30
98648,"$200,000 or more",70,0,60,0,170,30,30,0,0,0,20
,,,,,,,,,,,,
98649,,540,210,280,50,1150,180,40,0,30,110,40
98649,"$1 under $25,000",150,110,30,0,210,50,20,0,0,0,0
98649,"$25,000 under $50,000",100,50,30,50,180,40,0,0,30,40,0
98649,"$50,000 under $75,000",100,30,60,0,210,40,20,0,0,50,0
98649,"$75,000 under $100,000",70,20,50,0,180,20,0,0,0,0,0
98649,"$100,000 under $200,000",120,0,110,0,370,30,0,0,0,20,40
98649,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98650,,570,250,290,20,1160,200,100,30,30,120,40
98650,"$1 under $25,000",160,120,40,20,240,40,30,0,0,0,20
98650,"$25,000 under $50,000",120,60,40,0,220,40,20,30,30,40,0
98650,"$50,000 under $75,000",90,30,50,0,200,30,30,0,0,20,0
98650,"$75,000 under $100,000",70,20,50,0,160,30,0,0,0,30,0
98650,"$100,000 under $200,000",100,20,80,0,260,60,20,0,0,30,20
98650,"$200,000 or more",30,0,30,0,80,0,0,0,0,0,0
,,,,,,,,,,,,
98651,,450,210,220,30,810,170,80,20,20,120,60
98651,"$1 under $25,000",90,80,0,0,90,30,0,20,0,0,0
98651,"$25,000 under $50,000",100,60,40,30,170,30,40,0,20,30,0
98651,"$50,000 under $75,000",70,50,30,0,120,30,0,0,0,40,0
98651,"$75,000 under $100,000",40,0,30,0,80,20,0,0,0,0,0
98651,"$100,000 under $200,000",100,20,80,0,250,40,40,0,0,50,30
98651,"$200,000 or more",50,0,40,0,100,20,0,0,0,0,30
,,,,,,,,,,,,
98660,,6190,3710,1650,700,10090,1310,880,0,200,710,370
98660,"$1 under $25,000",1650,1270,120,240,2120,330,250,0,40,70,30
98660,"$25,000 under $50,000",1670,1120,240,260,2560,270,190,0,60,170,30
98660,"$50,000 under $75,000",1110,680,300,100,1830,230,130,0,50,160,50
98660,"$75,000 under $100,000",620,300,260,50,1110,150,80,0,20,110,30
98660,"$100,000 under $200,000",810,250,510,50,1770,220,150,0,30,140,100
98660,"$200,000 or more",330,90,220,0,700,110,80,0,0,60,130
,,,,,,,,,,,,
98661,,22430,12380,6320,3410,40150,4370,3060,30,920,2560,860
98661,"$1 under $25,000",6940,5000,660,1180,9710,1150,1090,0,210,320,100
98661,"$25,000 under $50,000",7200,4340,1250,1470,12560,1010,790,30,310,660,120
98661,"$50,000 under $75,000",3620,1790,1280,500,7190,770,430,0,170,550,110
98661,"$75,000 under $100,000",1950,660,1110,160,4380,470,260,0,120,340,90
98661,"$100,000 under $200,000",2100,450,1560,100,4970,660,360,0,110,470,200
98661,"$200,000 or more",620,140,460,0,1340,310,130,0,0,220,240
,,,,,,,,,,,,
98662,,17530,8670,6490,2080,33500,4020,2450,40,680,2540,740
98662,"$1 under $25,000",4910,3650,590,580,6270,1040,750,0,100,280,80
98662,"$25,000 under $50,000",4700,2760,1000,850,8300,880,530,0,200,650,100
98662,"$50,000 under $75,000",3070,1300,1290,420,6530,750,430,0,140,590,120
98662,"$75,000 under $100,000",2110,580,1360,150,5210,570,310,0,130,460,110
98662,"$100,000 under $200,000",2340,340,1910,80,6140,630,350,40,110,460,180
98662,"$200,000 or more",400,40,340,0,1050,150,80,0,0,100,150
,,,,,,,,,,,,
98663,,7420,4050,2370,820,12960,1640,1060,0,270,960,300
98663,"$1 under $25,000",1950,1480,180,240,2510,400,300,0,60,100,0
98663,"$25,000 under $50,000",2080,1330,350,340,3350,330,220,0,70,230,60
98663,"$50,000 under $75,000",1360,720,460,130,2440,310,180,0,60,220,50
98663,"$75,000 under $100,000",820,270,470,60,1800,210,140,0,30,150,50
98663,"$100,000 under $200,000",1010,210,750,50,2370,310,180,0,50,210,90
98663,"$200,000 or more",200,40,160,0,490,80,40,0,0,50,50
,,,,,,,,,,,,
98664,,11580,6100,3950,1320,20560,3120,1600,0,420,1960,610
98664,"$1 under $25,000",3180,2410,340,390,4030,750,460,0,70,250,50
98664,"$25,000 under $50,000",3180,1950,590,550,5310,660,360,0,110,480,50
98664,"$50,000 under $75,000",1900,920,710,230,3700,510,240,0,90,360,60
98664,"$75,000 under $100,000",1260,410,750,70,2750,390,170,0,70,290,80
98664,"$100,000 under $200,000",1560,310,1170,80,3590,570,260,0,80,430,150
98664,"$200,000 or more",500,100,390,0,1180,240,110,0,0,150,220
,,,,,,,,,,,,
98665,,14540,7450,5040,1760,26610,3420,2070,30,570,2120,690
98665,"$1 under $25,000",3980,3000,410,500,5070,810,660,0,100,250,60
98665,"$25,000 under $50,000",3920,2370,730,710,6580,690,430,0,160,490,90
98665,"$50,000 under $75,000",2400,1150,900,300,4690,600,310,30,120,440,100
98665,"$75,000 under $100,000",1620,490,960,150,3710,470,240,0,80,360,80
98665,"$100,000 under $200,000",2150,380,1660,80,5360,660,340,0,110,470,170
98665,"$200,000 or more",470,60,380,20,1200,190,90,0,0,110,190
,,,,,,,,,,,,
98671,,11740,5090,5350,1080,23150,3240,1660,110,480,2160,790
98671,"$1 under $25,000",2870,2200,330,290,3350,650,380,20,90,210,60
98671,"$25,000 under $50,000",2450,1440,560,390,4120,590,270,0,100,460,80
98671,"$50,000 under $75,000",1730,760,740,190,3450,550,210,20,90,440,70
98671,"$75,000 under $100,000",1390,340,900,110,3280,430,190,0,80,330,90
98671,"$100,000 under $200,000",2450,280,2060,100,6650,760,410,40,120,570,250
98671,"$200,000 or more",850,70,760,0,2300,260,200,30,0,150,240
,,,,,,,,,,,,
98672,,3530,1680,1480,320,6520,1030,670,60,150,640,360
98672,"$1 under $25,000",970,730,130,100,1170,220,160,0,20,60,30
98672,"$25,000 under $50,000",800,460,200,130,1350,200,130,40,50,150,40
98672,"$50,000 under $75,000",510,240,220,40,950,160,100,0,50,120,30
98672,"$75,000 under $100,000",350,90,230,20,800,120,70,0,0,90,40
98672,"$100,000 under $200,000",620,100,490,30,1570,210,130,20,30,160,110
98672,"$200,000 or more",280,60,210,0,680,120,80,0,0,60,110
,,,,,,,,,,,,
98674,,6660,2760,3120,700,13990,1740,860,110,320,1120,340
98674,"$1 under $25,000",1640,1190,250,180,2050,390,200,30,50,110,30
98674,"$25,000 under $50,000",1580,850,410,290,2910,380,160,0,70,300,30
98674,"$50,000 under $75,000",1060,400,510,130,2370,280,120,30,60,210,30
98674,"$75,000 under $100,000",790,150,570,60,2120,220,120,0,60,170,30
98674,"$100,000 under $200,000",1280,130,1110,40,3690,360,200,30,80,260,110
98674,"$200,000 or more",310,40,270,0,850,110,60,20,0,70,110
,,,,,,,,,,,,
98675,,2630,1000,1440,150,6390,570,350,60,140,360,190
98675,"$1 under $25,000",590,430,110,50,710,130,70,0,0,40,0
98675,"$25,000 under $50,000",530,310,150,50,900,100,50,30,40,80,50
98675,"$50,000 under $75,000",460,170,240,30,1130,100,60,0,30,80,0
98675,"$75,000 under $100,000",410,60,340,20,1430,90,60,0,30,60,20
98675,"$100,000 under $200,000",520,30,480,0,1780,120,90,30,40,100,60
98675,"$200,000 or more",120,0,120,0,440,30,20,0,0,0,60
,,,,,,,,,,,,
98682,,31970,15080,12420,3900,63220,6090,4590,70,1300,3730,1340
98682,"$1 under $25,000",8550,6400,960,1070,10810,1440,1330,0,230,450,150
98682,"$25,000 under $50,000",8480,4930,1750,1560,15130,1320,1030,40,320,940,200
98682,"$50,000 under $75,000",5400,2210,2300,750,11720,1150,720,0,270,830,180
98682,"$75,000 under $100,000",3740,880,2520,300,9480,850,570,0,220,630,170
98682,"$100,000 under $200,000",4900,570,4110,190,13610,1100,790,30,240,730,370
98682,"$200,000 or more",900,90,780,30,2470,230,150,0,20,150,270
,,,,,,,,,,,,
98683,,16730,8390,6340,1660,30350,5050,2320,0,530,3440,970
98683,"$1 under $25,000",4150,3170,460,430,4940,980,650,0,90,330,80
98683,"$25,000 under $50,000",3900,2440,730,630,6360,840,470,0,130,660,100
98683,"$50,000 under $75,000",2640,1310,970,280,4970,870,280,0,100,700,90
98683,"$75,000 under $100,000",1940,690,1040,170,4100,700,280,0,80,550,110
98683,"$100,000 under $200,000",3130,640,2340,130,7600,1230,480,0,130,900,280
98683,"$200,000 or more",970,140,800,20,2380,430,160,0,0,300,310
,,,,,,,,,,,,
98684,,15780,8000,5640,1870,29450,3610,2210,0,590,2210,670
98684,"$1 under $25,000",4340,3240,510,520,5440,920,710,0,100,260,60
98684,"$25,000 under $50,000",4270,2550,850,770,7490,750,480,0,160,570,110
98684,"$50,000 under $75,000",2640,1230,1020,340,5290,650,340,0,140,490,90
98684,"$75,000 under $100,000",1730,520,1040,140,4050,440,240,0,70,330,80
98684,"$100,000 under $200,000",2300,390,1810,100,5900,690,350,0,120,450,200
98684,"$200,000 or more",500,70,410,0,1280,160,90,0,0,110,130
,,,,,,,,,,,,
98685,,14440,6280,6760,1200,28550,4430,2160,30,460,2870,1060
98685,"$1 under $25,000",3370,2720,330,270,3450,790,420,0,70,250,50
98685,"$25,000 under $50,000",2750,1750,560,380,4330,750,330,0,110,580,80
98685,"$50,000 under $75,000",1920,880,770,220,3770,680,270,0,80,540,70
98685,"$75,000 under $100,000",1560,420,970,150,3640,610,250,0,70,450,100
98685,"$100,000 under $200,000",3480,390,2930,140,9480,1180,600,30,110,810,340
98685,"$200,000 or more",1360,120,1200,40,3880,420,290,0,20,240,420
,,,,,,,,,,,,
98686,,10460,4810,4650,850,19810,3120,1560,30,350,2070,690
98686,"$1 under $25,000",2470,1970,280,200,2730,580,330,0,50,180,60
98686,"$25,000 under $50,000",2130,1320,460,300,3400,510,290,0,80,390,70
98686,"$50,000 under $75,000",1550,750,610,160,2930,520,220,30,70,400,70
98686,"$75,000 under $100,000",1210,370,730,90,2690,430,200,0,60,340,60
98686,"$100,000 under $200,000",2340,320,1920,100,6000,810,380,0,90,600,220
98686,"$200,000 or more",760,80,650,0,2060,270,140,0,0,160,210
,,,,,,,,,,,,
98801,,20690,10040,7570,2780,39380,5420,2280,130,1150,3410,1200
98801,"$1 under $25,000",6570,4980,630,860,8020,1320,560,0,250,350,100
98801,"$25,000 under $50,000",5620,3000,1140,1370,10410,1150,420,30,390,860,110
98801,"$50,000 under $75,000",2900,1140,1390,320,6440,890,330,30,230,690,140
98801,"$75,000 under $100,000",1910,470,1280,140,4530,670,280,0,130,540,130
98801,"$100,000 under $200,000",2730,350,2290,90,7240,1020,490,40,150,740,380
98801,"$200,000 or more",960,100,840,0,2740,370,200,30,0,230,340
,,,,,,,,,,,,
98802,,15260,6830,6230,2010,29920,4090,1590,130,900,2720,930
98802,"$1 under $25,000",4410,3320,500,530,5300,910,350,30,180,260,70
98802,"$25,000 under $50,000",4010,2010,930,1000,7490,840,300,0,270,660,100
98802,"$50,000 under $75,000",2340,840,1190,280,5340,720,270,40,190,600,120
98802,"$75,000 under $100,000",1650,340,1170,120,4110,570,210,0,110,460,110
98802,"$100,000 under $200,000",2300,250,1960,80,6210,800,350,60,150,580,300
98802,"$200,000 or more",550,70,480,0,1470,250,110,0,0,160,230
,,,,,,,,,,,,
98812,,2400,950,850,580,5560,450,180,40,250,220,90
98812,"$1 under $25,000",970,600,110,250,1600,150,60,20,60,30,0
