"ZIP
code [1]",Size of adjusted gross income,Number of returns,Number of single returns,Number of joint returns,Number of head of household returns,Number of individuals,Number of dependents,Elderly returns,Adjusted gross income (AGI) [6],"Business or profession - Number of returns
net income (less loss)",Farm returns,Unemployment compensation [8],Taxable Social Security benefits,Partnership/S-corp net income (less loss),Self-employment tax
99122,"$50,000 under $75,000",280,80,170,30,680,230,120,17357,40,30,** ,100,20,50
99122,"$75,000 under $100,000",200,30,160,** ,550,190,100,16960,30,** ,20,70,30,** 
99122,"$100,000 under $200,000",290,30,260,** ,780,230,130,38433,60,20,** ,120,60,50
99122,"$200,000 or more",60,** ,60,0,190,70,20,25873,** ,** ,** ,** ,30,** 
,,,,,,,,,,,,,,,
99123,,470,190,240,40,910,210,200,33332,40,0,0,140,0,40
99123,"$1 under $25,000",110,80,20,** ,150,30,40,1583,20,0,0,** ,0,** 
99123,"$25,000 under $50,000",90,50,30,40,160,40,40,3429,** ,0,0,40,0,** 
99123,"$50,000 under $75,000",80,30,40,** ,160,40,40,4715,** ,0,0,40,0,40
99123,"$75,000 under $100,000",70,30,50,** ,160,40,30,5838,20,0,0,30,0,** 
99123,"$100,000 under $200,000",120,** ,100,** ,280,60,50,17767,** ,0,0,30,0,** 
99123,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,0,0,** ,0,** 
,,,,,,,,,,,,,,,
99125,,210,80,100,20,440,140,90,11231,20,20,0,50,0,30
99125,"$1 under $25,000",60,30,** ,20,100,40,** ,712,20,20,0,** ,0,30
99125,"$25,000 under $50,000",50,30,30,** ,100,30,60,2027,** ,** ,0,30,0,** 
99125,"$50,000 under $75,000",50,20,30,** ,110,50,** ,2814,** ,** ,0,** ,0,** 
99125,"$75,000 under $100,000",30,** ,20,** ,70,** ,30,2897,** ,** ,0,20,0,** 
99125,"$100,000 under $200,000",20,** ,20,0,60,20,** ,2781,0,** ,0,** ,0,** 
99125,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,0,** ,0,** 
,,,,,,,,,,,,,,,
99126,,340,130,190,20,740,240,130,17090,50,0,0,90,0,40
99126,"$1 under $25,000",130,80,40,20,220,70,50,1779,30,0,0,** ,0,40
99126,"$25,000 under $50,000",90,50,50,** ,210,70,30,3350,20,0,0,60,0,** 
99126,"$50,000 under $75,000",50,** ,40,** ,140,70,20,3064,** ,0,0,** ,0,** 
99126,"$75,000 under $100,000",30,** ,20,** ,70,** ,30,2819,** ,0,0,30,0,0
99126,"$100,000 under $200,000",40,** ,40,0,100,30,** ,6078,** ,0,0,** ,0,0
99126,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,0,0,** ,0,** 
,,,,,,,,,,,,,,,
99128,,140,60,70,0,270,70,50,8926,0,0,0,30,0,20
99128,"$1 under $25,000",40,30,20,0,60,** ,20,414,0,0,0,** ,0,20
99128,"$25,000 under $50,000",30,30,** ,0,60,40,** ,1227,0,0,0,** ,0,** 
99128,"$50,000 under $75,000",40,** ,20,0,70,** ,30,2703,0,0,0,30,0,** 
99128,"$75,000 under $100,000",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,0,** 
99128,"$100,000 under $200,000",30,** ,30,0,80,30,** ,4582,0,0,0,** ,0,** 
99128,"$200,000 or more",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,0,** 
,,,,,,,,,,,,,,,
99129,,210,70,80,50,430,160,70,8288,0,0,20,50,0,20
99129,"$1 under $25,000",80,40,30,20,140,60,** ,1057,0,0,20,20,0,20
99129,"$25,000 under $50,000",60,30,** ,30,130,60,40,2042,0,0,** ,** ,0,** 
99129,"$50,000 under $75,000",40,** ,30,** ,90,40,30,2386,0,0,** ,30,0,** 
99129,"$75,000 under $100,000",30,** ,20,** ,70,** ,** ,2803,0,0,** ,** ,0,** 
99129,"$100,000 under $200,000",** ,** ,** ,** ,** ,** ,** ,** ,0,0,** ,** ,0,** 
99129,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,0,0,** ,** ,0,** 
,,,,,,,,,,,,,,,
99130,,360,150,180,30,740,210,140,21230,50,30,0,80,30,40
99130,"$1 under $25,000",100,80,** ,30,130,20,40,1320,** ,** ,0,** ,0,20
99130,"$25,000 under $50,000",100,40,50,** ,190,60,40,3545,30,** ,0,50,** ,** 
99130,"$50,000 under $75,000",50,30,30,** ,110,30,40,2987,** ,30,0,** ,30,** 
99130,"$75,000 under $100,000",50,** ,50,** ,150,50,** ,4718,20,** ,0,30,** ,20
99130,"$100,000 under $200,000",60,** ,50,** ,160,50,20,8660,** ,** ,0,** ,** ,** 
99130,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,0,** ,** ,** 
,,,,,,,,,,,,,,,
99133,,690,310,280,80,1270,310,300,42006,70,0,30,190,40,50
99133,"$1 under $25,000",200,130,30,30,280,70,70,2639,40,0,30,** ,** ,30
99133,"$25,000 under $50,000",170,100,40,30,280,70,70,6167,** ,0,** ,70,** ,** 
99133,"$50,000 under $75,000",110,40,60,20,230,60,50,6608,** ,0,** ,40,** ,** 
99133,"$75,000 under $100,000",90,40,60,** ,220,60,40,7970,30,0,** ,30,40,20
99133,"$100,000 under $200,000",120,** ,90,** ,260,50,70,18622,** ,0,** ,50,** ,** 
99133,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,0,** ,** ,** ,** 
,,,,,,,,,,,,,,,
99134,,250,80,130,0,500,130,110,15184,20,20,0,60,20,20
99134,"$1 under $25,000",70,40,** ,0,110,30,50,847,20,20,0,** ,20,20
99134,"$25,000 under $50,000",60,40,40,0,120,40,** ,2090,** ,** ,0,30,0,** 
99134,"$50,000 under $75,000",40,** ,20,0,80,30,30,2249,** ,** ,0,** ,0,** 
99134,"$75,000 under $100,000",30,** ,20,0,60,** ,** ,2134,** ,** ,0,30,** ,** 
99134,"$100,000 under $200,000",50,** ,50,0,130,30,30,7864,** ,** ,0,** ,** ,** 
99134,"$200,000 or more",** ,** ,** ,0,** ,** ,** ,** ,** ,** ,0,** ,** ,** 
,,,,,,,,,,,,,,,
99135,,120,50,60,0,240,80,40,6986,0,0,0,20,30,0
99135,"$1 under $25,000",30,20,** ,0,30,** ,20,298,0,0,0,** ,0,0
99135,"$25,000 under $50,000",30,30,** ,0,70,30,** ,1264,0,0,0,20,** ,0
99135,"$50,000 under $75,000",40,** ,40,0,80,30,20,2522,0,0,0,** ,30,0
99135,"$75,000 under $100,000",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,** ,0
99135,"$100,000 under $200,000",20,** ,20,0,60,20,** ,2902,0,0,0,** ,** ,0
99135,"$200,000 or more",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,** ,0
,,,,,,,,,,,,,,,
99137,,150,50,80,0,300,70,80,6460,0,0,0,40,0,0
99137,"$1 under $25,000",50,30,** ,0,90,20,30,585,0,0,0,** ,0,0
99137,"$25,000 under $50,000",70,20,50,0,140,50,50,2802,0,0,0,40,0,0
99137,"$50,000 under $75,000",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,0,0
99137,"$75,000 under $100,000",30,** ,30,0,70,** ,** ,3073,0,0,0,** ,0,0
99137,"$100,000 under $200,000",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,0,0
99137,"$200,000 or more",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,0,0
,,,,,,,,,,,,,,,
99138,,450,180,160,110,990,410,140,20193,20,0,50,80,0,30
99138,"$1 under $25,000",150,90,20,40,250,100,40,1783,** ,0,** ,** ,0,** 
99138,"$25,000 under $50,000",160,70,40,70,370,170,40,5771,20,0,50,40,0,30
99138,"$50,000 under $75,000",60,20,30,** ,160,70,30,3487,** ,0,** ,20,0,** 
99138,"$75,000 under $100,000",40,** ,30,** ,100,40,** ,3063,** ,0,** ,** ,0,0
99138,"$100,000 under $200,000",40,** ,40,** ,110,30,30,6089,** ,0,** ,20,0,** 
99138,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,0,** ,** ,0,** 
,,,,,,,,,,,,,,,
99139,,500,190,270,40,1040,280,190,31465,60,0,30,100,0,40
99139,"$1 under $25,000",160,100,50,** ,250,50,70,2155,30,0,** ,** ,0,** 
99139,"$25,000 under $50,000",90,40,30,40,170,50,40,3055,** ,0,30,40,0,40
99139,"$50,000 under $75,000",90,30,60,** ,200,60,30,5399,30,0,** ,40,0,** 
99139,"$75,000 under $100,000",60,20,40,** ,150,40,20,5597,** ,0,** ,** ,0,** 
99139,"$100,000 under $200,000",100,** ,90,** ,270,80,30,15259,** ,0,** ,20,0,** 
99139,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,0,** ,** ,0,** 
,,,,,,,,,,,,,,,
99140,,130,50,40,30,280,120,40,4620,0,0,0,0,0,0
99140,"$1 under $25,000",60,30,20,30,110,50,20,799,0,0,0,0,0,0
99140,"$25,000 under $50,000",40,20,** ,** ,80,30,20,1236,0,0,0,0,0,0
99140,"$50,000 under $75,000",30,** ,20,0,90,40,** ,2585,0,0,0,0,0,0
99140,"$75,000 under $100,000",** ,** ,** ,** ,** ,** ,** ,** ,0,0,0,0,0,0
99140,"$100,000 under $200,000",** ,** ,** ,** ,** ,** ,** ,** ,0,0,0,0,0,0
99140,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,0,0,0,0,0,0
,,,,,,,,,,,,,,,
99141,,2390,990,1140,230,4740,1300,890,132163,330,100,160,550,120,280
99141,"$1 under $25,000",780,480,190,100,1190,280,260,10454,110,40,30,60,20,90
99141,"$25,000 under $50,000",630,310,230,90,1170,330,220,23087,60,** ,50,170,20,50
99141,"$50,000 under $75,000",400,120,240,40,900,270,170,24287,50,30,40,140,30,50
99141,"$75,000 under $100,000",260,40,210,** ,650,180,110,22094,50,** ,40,80,** ,40
99141,"$100,000 under $200,000",280,40,230,** ,720,210,110,36181,60,30,** ,100,50,50
99141,"$200,000 or more",40,** ,40,** ,110,30,20,16060,** ,** ,** ,** ,** ,** 
,,,,,,,,,,,,,,,
99143,,260,100,140,0,520,120,90,14414,30,40,0,60,40,50
99143,"$1 under $25,000",80,50,20,0,110,20,30,992,** ,20,0,** ,** ,30
99143,"$25,000 under $50,000",70,50,30,0,140,60,20,2553,30,** ,0,40,** ,** 
99143,"$50,000 under $75,000",30,** ,20,0,80,** ,20,2041,** ,20,0,** ,** ,** 
99143,"$75,000 under $100,000",30,** ,20,0,70,20,** ,2184,** ,** ,0,20,40,20
99143,"$100,000 under $200,000",50,** ,50,0,120,20,20,6644,** ,** ,0,** ,** ,** 
99143,"$200,000 or more",** ,** ,** ,0,** ,** ,** ,** ,** ,** ,0,** ,** ,** 
,,,,,,,,,,,,,,,
99148,,1030,420,510,80,1960,450,470,61607,150,0,70,310,60,100
99148,"$1 under $25,000",340,200,100,40,550,130,150,4581,60,0,40,50,** ,50
99148,"$25,000 under $50,000",240,120,80,40,410,90,90,8579,30,0,** ,80,** ,30
99148,"$50,000 under $75,000",170,50,100,** ,360,100,80,10306,40,0,30,70,30,** 
99148,"$75,000 under $100,000",120,20,100,0,260,40,60,10347,** ,0,** ,50,** ,20
99148,"$100,000 under $200,000",120,30,100,** ,300,90,70,16414,20,0,** ,60,30,** 
99148,"$200,000 or more",40,** ,30,0,80,** ,20,11380,** ,0,** ,** ,** ,** 
,,,,,,,,,,,,,,,
99150,,150,50,80,0,300,80,50,7790,0,0,0,40,0,0
99150,"$1 under $25,000",40,20,30,0,70,** ,30,487,0,0,0,** ,0,0
99150,"$25,000 under $50,000",40,30,** ,0,80,40,** ,1330,0,0,0,40,0,0
99150,"$50,000 under $75,000",40,** ,50,0,90,40,20,2720,0,0,0,** ,0,0
99150,"$75,000 under $100,000",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,0,0
99150,"$100,000 under $200,000",30,** ,** ,0,60,** ,** ,3253,0,0,0,** ,0,0
99150,"$200,000 or more",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,0,0
,,,,,,,,,,,,,,,
99153,,190,90,90,0,360,80,90,11562,20,0,0,40,0,0
99153,"$1 under $25,000",50,40,30,0,80,30,30,673,** ,0,0,** ,0,0
99153,"$25,000 under $50,000",40,20,** ,0,60,** ,30,1317,20,0,0,** ,0,0
99153,"$50,000 under $75,000",30,30,30,0,60,30,** ,1740,** ,0,0,40,0,0
99153,"$75,000 under $100,000",30,** ,** ,0,60,** ,30,2394,** ,0,0,** ,0,0
99153,"$100,000 under $200,000",40,** ,30,0,100,20,** ,5438,** ,0,0,** ,0,0
99153,"$200,000 or more",** ,** ,** ,0,** ,** ,** ,** ,** ,0,0,** ,0,0
,,,,,,,,,,,,,,,
99156,,3580,1490,1710,360,7070,1970,1320,221589,490,70,220,850,190,390
99156,"$1 under $25,000",1260,790,300,160,1890,490,400,16074,170,** ,50,110,** ,150
99156,"$25,000 under $50,000",840,380,330,130,1680,510,290,30577,90,40,50,230,50,70
99156,"$50,000 under $75,000",560,180,330,40,1230,340,230,34063,80,** ,50,190,30,60
99156,"$75,000 under $100,000",370,80,280,30,900,260,150,31869,50,30,40,120,20,40
99156,"$100,000 under $200,000",450,60,390,** ,1140,310,200,59283,80,** ,30,170,60,70
99156,"$200,000 or more",100,** ,80,** ,230,60,50,49723,20,** ,0,30,30,** 
,,,,,,,,,,,,,,,
99157,,290,120,140,30,610,180,130,14558,60,0,0,70,0,50
99157,"$1 under $25,000",120,70,40,30,240,90,50,1571,30,0,0,** ,0,30
99157,"$25,000 under $50,000",70,30,30,** ,130,30,30,2437,30,0,0,50,0,20
99157,"$50,000 under $75,000",40,20,20,** ,70,30,30,2148,** ,0,0,** ,0,** 
99157,"$75,000 under $100,000",20,** ,20,0,60,** ,** ,2001,** ,0,0,20,0,** 
99157,"$100,000 under $200,000",40,** ,30,0,110,30,20,6401,** ,0,0,** ,0,** 
99157,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,0,0,** ,0,** 
,,,,,,,,,,,,,,,
99158,,260,110,140,0,530,160,100,16818,30,0,0,40,20,20
99158,"$1 under $25,000",80,60,** ,0,100,** ,50,955,** ,0,0,20,20,20
99158,"$25,000 under $50,000",50,20,60,0,100,50,** ,1931,30,0,0,** ,** ,** 
99158,"$50,000 under $75,000",40,30,** ,0,80,20,20,2275,** ,0,0,** ,** ,** 
99158,"$75,000 under $100,000",30,** ,30,0,80,30,** ,2876,** ,0,0,20,** ,** 
99158,"$100,000 under $200,000",60,** ,50,0,170,60,30,8781,** ,0,0,** ,** ,** 
99158,"$200,000 or more",** ,** ,** ,0,** ,** ,** ,** ,** ,0,0,** ,** ,** 
,,,,,,,,,,,,,,,
99159,,550,230,270,50,1130,320,220,37924,60,30,0,130,90,50
99159,"$1 under $25,000",160,110,40,** ,210,40,60,2094,20,** ,0,** ,20,30
99159,"$25,000 under $50,000",130,70,40,50,270,90,40,4798,20,30,0,50,** ,** 
99159,"$50,000 under $75,000",90,30,50,** ,200,60,40,5429,** ,** ,0,30,30,** 
99159,"$75,000 under $100,000",70,20,50,** ,180,60,30,5737,20,** ,0,20,** ,20
99159,"$100,000 under $200,000",80,** ,70,0,210,70,50,10731,** ,** ,0,30,40,** 
99159,"$200,000 or more",20,** ,20,0,60,** ,** ,9135,** ,** ,0,** ,** ,** 
,,,,,,,,,,,,,,,
99161,,690,300,360,40,1310,310,250,44905,110,30,0,160,50,110
99161,"$1 under $25,000",170,140,20,** ,180,30,50,2038,40,** ,0,** ,** ,40
99161,"$25,000 under $50,000",160,90,60,40,270,60,60,5998,** ,** ,0,60,20,** 
99161,"$50,000 under $75,000",140,70,80,** ,300,80,60,8983,40,30,0,40,** ,40
99161,"$75,000 under $100,000",80,** ,70,** ,200,50,30,7061,** ,** ,0,30,30,** 
99161,"$100,000 under $200,000",140,** ,130,** ,360,90,50,20825,30,** ,0,30,** ,30
99161,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,0,** ,** ,** 
,,,,,,,,,,,,,,,
99163,,11090,6840,3540,580,17740,4500,1810,686202,1310,90,140,1170,510,1070
99163,"$1 under $25,000",4610,4170,220,190,3990,500,250,54623,270,20,50,70,20,220
99163,"$25,000 under $50,000",2370,1630,470,220,3610,810,290,85210,220,** ,40,210,50,160
99163,"$50,000 under $75,000",1220,560,540,80,2440,680,270,75065,170,30,30,200,60,130
99163,"$75,000 under $100,000",860,230,590,40,2090,650,250,74759,160,** ,** ,190,50,120
99163,"$100,000 under $200,000",1500,190,1260,50,4120,1360,510,205409,340,40,20,360,180,290
99163,"$200,000 or more",530,60,460,** ,1490,500,240,191136,150,** ,** ,140,150,150
,,,,,,,,,,,,,,,
99166,,1220,470,620,120,2360,590,510,69596,170,40,120,340,50,140
99166,"$1 under $25,000",440,250,130,60,700,170,170,5821,60,20,30,40,** ,50
99166,"$25,000 under $50,000",310,140,130,60,590,150,130,11448,40,** ,30,110,30,40
99166,"$50,000 under $75,000",170,50,100,** ,340,80,80,10162,40,** ,30,80,** ,20
99166,"$75,000 under $100,000",120,30,100,** ,280,70,60,10225,** ,20,** ,50,** ,** 
99166,"$100,000 under $200,000",150,** ,130,** ,380,120,70,19057,30,** ,30,60,20,30
99166,"$200,000 or more",30,** ,30,** ,70,** ,** ,12883,** ,** ,** ,** ,** ,** 
,,,,,,,,,,,,,,,
99167,,300,110,180,0,620,160,140,14539,60,40,30,100,0,40
99167,"$1 under $25,000",100,60,40,0,150,30,40,1308,20,** ,** ,** ,0,40
99167,"$25,000 under $50,000",90,30,50,0,180,50,40,3141,20,40,30,40,0,** 
99167,"$50,000 under $75,000",50,20,40,0,120,30,30,3249,20,** ,** ,30,0,** 
99167,"$75,000 under $100,000",30,** ,20,0,70,20,30,2096,** ,** ,** ,30,0,** 
99167,"$100,000 under $200,000",30,** ,30,0,100,30,** ,4745,** ,** ,** ,** ,0,** 
99167,"$200,000 or more",** ,** ,** ,0,** ,** ,** ,** ,** ,** ,** ,** ,0,** 
,,,,,,,,,,,,,,,
99169,,1190,570,470,110,2190,630,400,75006,120,50,40,240,120,110
99169,"$1 under $25,000",370,270,60,40,440,100,100,4677,50,30,** ,20,** ,40
99169,"$25,000 under $50,000",350,190,70,50,560,140,100,12856,** ,** ,40,70,40,** 
99169,"$50,000 under $75,000",160,60,90,20,360,100,70,10081,40,** ,** ,50,** ,40
99169,"$75,000 under $100,000",130,30,100,** ,340,120,50,11444,** ,20,** ,40,20,** 
99169,"$100,000 under $200,000",140,20,120,** ,400,140,80,19607,30,** ,** ,60,40,30
99169,"$200,000 or more",40,** ,30,0,90,30,** ,16341,** ,** ,0,** ,20,** 
,,,,,,,,,,,,,,,
99170,,450,190,230,40,950,290,150,27136,60,50,20,90,50,60
99170,"$1 under $25,000",120,80,30,** ,170,40,30,1464,30,** ,** ,** ,20,** 
99170,"$25,000 under $50,000",120,60,50,40,240,80,40,4479,** ,30,20,30,** ,40
99170,"$50,000 under $75,000",100,50,60,** ,230,80,50,6026,30,** ,** ,40,** ,** 
99170,"$75,000 under $100,000",40,** ,30,** ,120,40,** ,3811,** ,** ,** ,** ,30,20
99170,"$100,000 under $200,000",70,** ,60,** ,190,50,30,11356,** ,20,** ,20,** ,** 
99170,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** 
,,,,,,,,,,,,,,,
99171,,450,200,230,30,850,220,180,25803,60,40,0,110,60,50
99171,"$1 under $25,000",140,100,40,** ,180,30,60,1737,30,** ,0,** ,** ,20
99171,"$25,000 under $50,000",110,50,40,30,190,50,40,3912,** ,** ,0,50,** ,** 
99171,"$50,000 under $75,000",80,30,50,** ,180,50,30,4990,30,40,0,20,40,30
99171,"$75,000 under $100,000",50,20,40,** ,110,30,20,4120,** ,** ,0,40,** ,** 
99171,"$100,000 under $200,000",70,** ,60,** ,190,60,30,11044,** ,** ,0,** ,20,** 
99171,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,0,** ,** ,** 
,,,,,,,,,,,,,,,
99173,,690,280,320,80,1470,470,240,32277,90,30,60,140,30,90
99173,"$1 under $25,000",260,150,60,40,430,120,90,3378,40,** ,** ,20,30,60
99173,"$25,000 under $50,000",190,70,90,40,430,150,60,6763,20,30,30,50,** ,** 
99173,"$50,000 under $75,000",110,30,60,** ,270,100,40,6601,30,** ,30,30,0,30
99173,"$75,000 under $100,000",70,30,60,0,180,50,30,6117,** ,** ,** ,40,** ,** 
99173,"$100,000 under $200,000",60,** ,50,** ,160,50,20,9418,** ,** ,** ,** ,** ,** 
99173,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** 
,,,,,,,,,,,,,,,
99179,,220,80,110,0,430,110,60,14469,20,0,0,40,20,20
99179,"$1 under $25,000",40,30,** ,0,50,** ,** ,521,** ,0,0,** ,0,20
99179,"$25,000 under $50,000",60,30,40,0,90,40,30,2064,20,0,0,** ,** ,** 
99179,"$50,000 under $75,000",30,20,** ,0,60,** ,** ,1789,** ,0,0,** ,20,** 
99179,"$75,000 under $100,000",40,** ,30,0,110,40,30,3327,** ,0,0,40,** ,** 
99179,"$100,000 under $200,000",50,** ,40,0,120,30,** ,6768,** ,0,0,** ,** ,** 
99179,"$200,000 or more",** ,** ,** ,0,** ,** ,** ,** ,** ,0,0,** ,** ,** 
,,,,,,,,,,,,,,,
99180,,510,250,220,50,950,270,190,25655,50,20,0,110,0,40
99180,"$1 under $25,000",210,150,40,** ,280,70,60,2466,30,20,0,** ,0,** 
99180,"$25,000 under $50,000",120,60,50,50,240,70,40,4742,** ,** ,0,50,0,40
99180,"$50,000 under $75,000",70,40,40,** ,160,50,50,4499,20,** ,0,30,0,** 
99180,"$75,000 under $100,000",40,** ,30,** ,90,30,** ,3217,0,** ,0,** ,0,0
99180,"$100,000 under $200,000",70,** ,60,** ,180,50,40,10731,** ,** ,0,30,0,** 
99180,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,0,** ,0,** 
,,,,,,,,,,,,,,,
99181,,760,310,350,80,1600,520,270,38777,110,40,60,170,40,90
99181,"$1 under $25,000",270,170,60,30,420,110,90,3329,60,** ,30,20,** ,60
99181,"$25,000 under $50,000",170,70,80,20,390,140,50,6149,** ,** ,** ,50,20,** 
99181,"$50,000 under $75,000",160,50,80,30,380,150,60,9705,30,40,30,40,** ,30
99181,"$75,000 under $100,000",80,20,60,** ,210,70,30,7033,20,** ,** ,30,** ,** 
99181,"$100,000 under $200,000",80,** ,70,0,200,50,40,12561,** ,** ,** ,30,20,** 
99181,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** 
,,,,,,,,,,,,,,,
99185,,630,250,330,50,1250,360,240,41819,70,30,20,180,50,60
99185,"$1 under $25,000",190,130,40,** ,230,60,60,2223,40,** ,20,** ,20,** 
99185,"$25,000 under $50,000",140,60,60,50,280,80,50,5287,** ,30,** ,70,** ,40
99185,"$50,000 under $75,000",100,40,50,** ,210,70,40,6047,** ,** ,** ,30,** ,** 
99185,"$75,000 under $100,000",70,20,60,** ,180,50,30,6285,30,** ,** ,30,** ,** 
99185,"$100,000 under $200,000",110,** ,120,** ,300,100,60,15429,** ,** ,** ,50,30,20
99185,"$200,000 or more",20,** ,** ,0,50,** ,** ,6548,** ,** ,** ,** ,** ,** 
,,,,,,,,,,,,,,,
99201,,6100,4010,1270,730,9400,2220,1170,414329,760,0,240,640,330,630
99201,"$1 under $25,000",2510,1960,150,370,3310,820,390,34272,260,0,100,70,30,220
99201,"$25,000 under $50,000",1850,1280,270,260,2840,730,280,65155,190,0,90,200,40,140
99201,"$50,000 under $75,000",690,410,210,80,1150,250,130,41862,100,0,20,110,40,70
99201,"$75,000 under $100,000",380,150,200,** ,740,160,100,32641,70,0,30,70,40,60
99201,"$100,000 under $200,000",440,150,280,20,880,160,170,59895,80,0,** ,120,70,70
99201,"$200,000 or more",230,60,160,** ,480,100,100,180504,60,0,** ,70,110,70
,,,,,,,,,,,,,,,
99202,,7450,4190,2020,1140,13420,4260,1360,355741,910,0,310,700,300,740
99202,"$1 under $25,000",2920,2070,280,540,4230,1320,460,39333,350,0,100,100,40,290
99202,"$25,000 under $50,000",2430,1440,500,450,4480,1550,370,85891,230,0,110,230,40,180
99202,"$50,000 under $75,000",990,420,440,110,2080,650,210,60388,120,0,60,140,40,80
99202,"$75,000 under $100,000",500,150,330,40,1180,350,110,43248,70,0,20,90,40,60
99202,"$100,000 under $200,000",470,80,370,** ,1130,300,140,61621,100,0,20,90,70,90
99202,"$200,000 or more",140,30,100,** ,320,90,70,65260,40,0,** ,50,70,40
,,,,,,,,,,,,,,,
99203,,10500,4980,4640,750,19850,5290,3560,1088935,1840,20,290,2290,1130,1590
99203,"$1 under $25,000",2480,2020,240,190,2600,410,650,30478,350,** ,60,190,60,300
99203,"$25,000 under $50,000",2010,1320,410,240,3100,690,590,73725,270,20,80,440,90,220
99203,"$50,000 under $75,000",1490,750,560,140,2630,590,580,92574,230,** ,60,430,100,190
99203,"$75,000 under $100,000",1230,410,720,90,2630,690,500,106524,220,** ,40,370,110,170
99203,"$100,000 under $200,000",2200,370,1750,70,5700,1760,840,301857,450,** ,50,610,340,400
99203,"$200,000 or more",1090,110,960,20,3190,1150,400,483777,320,** ,** ,250,430,310
,,,,,,,,,,,,,,,
99204,,3360,2280,710,310,5010,1080,620,194657,430,0,130,370,180,340
99204,"$1 under $25,000",1270,1050,60,140,1510,300,160,18173,150,0,50,60,** ,120
99204,"$25,000 under $50,000",1090,840,120,110,1480,270,130,38592,100,0,60,90,40,70
99204,"$50,000 under $75,000",420,240,140,30,700,140,110,25438,60,0,** ,70,40,50
99204,"$75,000 under $100,000",190,80,100,30,390,110,60,16225,40,0,20,40,** ,30
99204,"$100,000 under $200,000",280,70,200,** ,640,160,110,37596,60,0,** ,80,50,50
99204,"$200,000 or more",110,** ,90,** ,290,100,50,58633,20,0,** ,30,50,20
,,,,,,,,,,,,,,,
99205,,20690,10990,6500,2940,36930,10480,4500,975307,2280,0,990,2600,560,1770
99205,"$1 under $25,000",6630,4860,650,1040,8830,2260,1490,90746,710,0,250,410,70,570
99205,"$25,000 under $50,000",6680,3860,1400,1290,11590,3530,1220,243532,590,0,320,880,100,460
99205,"$50,000 under $75,000",3790,1580,1730,440,7750,2230,820,231667,440,0,230,630,110,330
99205,"$75,000 under $100,000",1950,430,1400,110,4650,1310,490,167426,270,0,110,340,90,210
99205,"$100,000 under $200,000",1480,220,1200,60,3730,1050,410,188246,230,0,80,290,130,170
99205,"$200,000 or more",160,40,120,** ,380,100,70,53690,40,0,** ,50,60,30
,,,,,,,,,,,,,,,
99206,,17540,8230,6900,2190,33780,10280,4390,1079914,2180,30,830,2700,880,1690
99206,"$1 under $25,000",5460,3960,640,790,6970,1750,1180,72053,610,** ,200,310,80,490
99206,"$25,000 under $50,000",4760,2670,1070,930,8490,2690,940,171489,450,** ,230,720,100,330
99206,"$50,000 under $75,000",2710,980,1410,280,5880,1780,820,166775,340,30,160,610,120,250
99206,"$75,000 under $100,000",1780,340,1320,110,4540,1440,560,154460,280,** ,120,440,100,210
99206,"$100,000 under $200,000",2340,230,2040,80,6550,2180,720,309165,390,** ,120,510,270,310
99206,"$200,000 or more",490,50,420,** ,1350,440,170,205972,110,** ,** ,110,210,100
,,,,,,,,,,,,,,,
99207,,13550,7390,3350,2620,24670,8230,2380,500474,1210,0,770,1200,240,960
99207,"$1 under $25,000",5500,3760,570,1100,8350,2690,940,76263,520,0,260,180,40,440
99207,"$25,000 under $50,000",4980,2700,980,1220,9350,3420,660,176159,380,0,280,440,60,290
