"ZIP
code [1]",Size of adjusted gross income,Number of returns [2],Number of single returns,Number of joint returns,Number of head of household returns,Number of individuals,Elderly returns,Farm returns,Unemployment compensation [9],Taxable Social Security benefits,Partnership/S-corp net income (less loss)
98075,"$100,000 under $200,000",1830,360,1330,100,4730,590,0,240,370,220
98075,"$200,000 or more",4990,220,4640,100,16480,640,0,470,250,830
,,,,,,,,,,,
98077,,6180,2380,3520,220,13160,1820,0,950,1040,770
98077,"$1 under $25,000",1160,1030,90,20,870,220,0,170,70,40
98077,"$25,000 under $50,000",660,490,120,50,910,180,0,170,130,40
98077,"$50,000 under $75,000",500,280,160,40,780,210,0,100,160,40
98077,"$75,000 under $100,000",420,190,210,30,800,200,0,70,140,50
98077,"$100,000 under $200,000",1270,250,950,50,3040,550,0,220,340,180
98077,"$200,000 or more",2170,140,1990,30,6760,460,0,220,200,420
,,,,,,,,,,,
98087,,20040,10750,6770,2040,35960,3260,0,5460,1640,800
98087,"$1 under $25,000",4440,3440,490,410,5570,760,0,1010,190,80
98087,"$25,000 under $50,000",5120,3400,810,770,8060,700,0,1700,430,110
98087,"$50,000 under $75,000",3380,1900,930,440,5970,540,0,920,330,110
98087,"$75,000 under $100,000",2210,930,1030,200,4540,380,0,600,220,100
98087,"$100,000 under $200,000",3720,900,2560,190,8950,690,0,1010,380,220
98087,"$200,000 or more",1170,180,950,30,2870,190,0,220,90,180
,,,,,,,,,,,
98092,,23560,11250,9340,2620,46680,4980,60,5900,2930,1230
98092,"$1 under $25,000",5520,4330,550,570,6830,950,0,1030,280,90
98092,"$25,000 under $50,000",5160,3280,930,880,8810,820,0,1550,580,100
98092,"$50,000 under $75,000",3700,1830,1170,600,7260,830,0,1020,570,150
98092,"$75,000 under $100,000",2620,910,1360,300,5970,630,40,690,440,140
98092,"$100,000 under $200,000",4860,770,3790,250,12910,1290,0,1310,820,380
98092,"$200,000 or more",1700,130,1540,20,4900,460,20,300,240,370
,,,,,,,,,,,
98101,,9720,7580,1750,180,12060,1550,0,1350,950,620
98101,"$1 under $25,000",1260,1160,50,30,1290,260,0,300,60,30
98101,"$25,000 under $50,000",1460,1300,80,50,1610,230,0,470,150,30
98101,"$50,000 under $75,000",1220,1060,80,40,1360,210,0,240,150,40
98101,"$75,000 under $100,000",970,810,120,0,1130,150,0,100,120,40
98101,"$100,000 under $200,000",2590,2020,500,30,3210,350,0,140,260,110
98101,"$200,000 or more",2220,1230,920,30,3460,350,0,100,210,370
,,,,,,,,,,,
98102,,16110,13030,2550,310,19840,1970,0,2990,1090,1010
98102,"$1 under $25,000",2120,1980,70,50,2080,320,0,600,80,50
98102,"$25,000 under $50,000",3240,3030,110,50,3430,270,0,1190,160,70
98102,"$50,000 under $75,000",2930,2690,150,40,3160,290,0,570,180,80
98102,"$75,000 under $100,000",1870,1590,210,30,2150,200,0,220,130,80
98102,"$100,000 under $200,000",3370,2530,730,70,4360,410,0,270,280,200
98102,"$200,000 or more",2580,1210,1280,70,4660,480,0,140,260,530
,,,,,,,,,,,
98103,,29710,20400,7890,990,44210,4750,0,5280,2730,1910
98103,"$1 under $25,000",4360,3940,220,150,4240,870,0,1010,240,100
98103,"$25,000 under $50,000",5330,4690,350,200,6110,680,0,1680,470,130
98103,"$50,000 under $75,000",4830,4120,460,160,5730,730,0,890,480,140
98103,"$75,000 under $100,000",3280,2510,570,120,4240,580,0,450,380,150
98103,"$100,000 under $200,000",6280,3550,2420,210,10400,1230,0,740,800,460
98103,"$200,000 or more",5630,1590,3870,150,13490,660,0,510,360,930
,,,,,,,,,,,
98104,,7540,5900,1160,350,9570,1190,0,1590,620,400
98104,"$1 under $25,000",1980,1730,110,100,2240,320,0,490,40,40
98104,"$25,000 under $50,000",1830,1460,180,150,2320,210,0,650,100,20
98104,"$50,000 under $75,000",1040,860,120,60,1290,130,0,230,80,30
98104,"$75,000 under $100,000",640,500,120,0,820,100,0,100,70,30
98104,"$100,000 under $200,000",1260,950,270,40,1620,190,0,90,150,80
98104,"$200,000 or more",790,400,360,0,1280,240,0,30,180,200
,,,,,,,,,,,
98105,,16930,11500,4640,550,25600,2810,20,2870,1680,1370
98105,"$1 under $25,000",4880,4550,160,130,4240,440,0,980,120,60
98105,"$25,000 under $50,000",3510,3110,210,130,3980,320,0,930,220,60
98105,"$50,000 under $75,000",1890,1520,260,70,2380,380,20,290,260,80
98105,"$75,000 under $100,000",1110,760,270,50,1590,280,0,140,200,60
98105,"$100,000 under $200,000",2320,1060,1130,90,4340,720,0,240,500,220
98105,"$200,000 or more",3220,500,2610,80,9070,670,0,290,380,890
,,,,,,,,,,,
98106,,13250,7720,3780,1490,22250,2060,0,3550,970,450
98106,"$1 under $25,000",2770,2140,210,370,3570,570,0,710,130,30
98106,"$25,000 under $50,000",3370,2320,400,570,5170,450,0,1200,260,50
98106,"$50,000 under $75,000",2130,1340,450,280,3430,370,0,570,200,70
98106,"$75,000 under $100,000",1440,770,500,130,2530,240,0,340,160,40
98106,"$100,000 under $200,000",2520,910,1460,120,5210,350,0,570,180,140
98106,"$200,000 or more",1020,240,760,20,2340,80,0,160,40,120
,,,,,,,,,,,
98107,,17250,12580,3880,470,23890,2380,0,3110,1320,950
98107,"$1 under $25,000",2310,2120,100,50,2260,560,0,550,140,60
98107,"$25,000 under $50,000",3130,2820,160,110,3490,420,0,1050,280,70
98107,"$50,000 under $75,000",2880,2490,240,90,3340,350,0,510,240,90
98107,"$75,000 under $100,000",2090,1680,310,50,2580,280,0,310,180,80
98107,"$100,000 under $200,000",3810,2360,1240,120,5890,520,0,420,350,260
98107,"$200,000 or more",3030,1110,1830,50,6330,250,0,270,130,390
,,,,,,,,,,,
98108,,12750,7340,3710,1410,22040,2190,0,3830,990,510
98108,"$1 under $25,000",3250,2430,390,370,4310,650,0,940,110,50
98108,"$25,000 under $50,000",3520,2190,650,590,6040,510,0,1380,250,70
98108,"$50,000 under $75,000",2170,1270,570,250,3710,370,0,660,220,60
98108,"$75,000 under $100,000",1170,590,460,90,2200,240,0,330,140,60
98108,"$100,000 under $200,000",1820,670,1030,110,3810,330,0,400,210,130
98108,"$200,000 or more",820,190,610,0,1970,90,0,120,60,140
,,,,,,,,,,,
98109,,19950,15290,3910,410,25950,2180,0,2850,1310,1080
98109,"$1 under $25,000",2170,1970,80,80,2140,350,0,520,100,50
98109,"$25,000 under $50,000",2920,2630,120,110,3190,280,0,960,170,60
98109,"$50,000 under $75,000",2830,2510,200,50,3140,300,0,550,220,80
98109,"$75,000 under $100,000",2200,1880,230,50,2540,220,0,240,150,60
98109,"$100,000 under $200,000",5300,4070,1090,60,6800,570,0,330,410,230
98109,"$200,000 or more",4530,2230,2190,60,8140,460,0,250,260,600
,,,,,,,,,,,
98110,,12420,5230,6440,600,24250,5200,60,1790,3350,1870
98110,"$1 under $25,000",2360,2030,240,80,2140,690,0,370,220,70
98110,"$25,000 under $50,000",1520,1060,320,110,2140,580,30,410,430,90
98110,"$50,000 under $75,000",1180,680,370,90,1890,580,0,190,460,120
98110,"$75,000 under $100,000",1060,470,510,70,1920,600,0,160,480,130
98110,"$100,000 under $200,000",2860,650,2020,150,6530,1460,0,370,1030,430
98110,"$200,000 or more",3440,340,2980,100,9630,1290,30,290,730,1030
,,,,,,,,,,,
98112,,12170,7470,4090,450,19620,2950,20,1800,1850,1750
98112,"$1 under $25,000",1890,1770,50,50,1570,370,0,370,110,60
98112,"$25,000 under $50,000",1760,1530,130,80,2010,320,0,560,220,90
98112,"$50,000 under $75,000",1500,1280,160,50,1800,310,0,260,240,80
98112,"$75,000 under $100,000",1090,820,200,40,1430,290,20,140,200,90
98112,"$100,000 under $200,000",2240,1230,880,90,3660,690,0,190,510,260
98112,"$200,000 or more",3690,840,2670,140,9150,970,0,280,570,1170
,,,,,,,,,,,
98115,,28760,16740,10360,1230,49010,6520,20,4670,3880,2320
98115,"$1 under $25,000",4900,4380,280,180,4480,970,0,870,280,110
98115,"$25,000 under $50,000",4810,4100,390,250,5700,880,0,1310,590,130
98115,"$50,000 under $75,000",3880,3060,560,180,4990,920,0,640,660,140
98115,"$75,000 under $100,000",2770,1810,740,150,4050,780,20,400,560,160
98115,"$100,000 under $200,000",6020,2380,3220,310,12030,1820,0,770,1200,550
98115,"$200,000 or more",6380,1010,5170,160,17760,1150,0,680,590,1230
,,,,,,,,,,,
98116,,15250,9010,5210,750,24770,3800,0,3040,2290,1260
98116,"$1 under $25,000",2270,1970,160,110,2270,630,0,500,190,70
98116,"$25,000 under $50,000",2470,2020,220,180,2990,530,0,820,380,100
98116,"$50,000 under $75,000",2280,1810,280,140,2860,540,0,460,370,80
98116,"$75,000 under $100,000",1720,1140,440,90,2470,490,0,320,340,110
98116,"$100,000 under $200,000",3580,1530,1820,160,6730,1020,0,580,690,320
98116,"$200,000 or more",2930,540,2290,70,7450,590,0,360,320,580
,,,,,,,,,,,
98117,,18410,9940,7420,840,32740,4190,0,3450,2390,1590
98117,"$1 under $25,000",2770,2450,210,100,2570,720,0,520,190,70
98117,"$25,000 under $50,000",2780,2320,270,150,3350,610,0,900,440,90
98117,"$50,000 under $75,000",2370,1800,410,120,3140,640,0,480,440,110
98117,"$75,000 under $100,000",1770,1110,510,110,2700,570,0,270,370,120
98117,"$100,000 under $200,000",4360,1580,2490,230,9080,1120,0,720,700,430
98117,"$200,000 or more",4360,680,3530,130,11900,530,0,560,250,770
,,,,,,,,,,,
98118,,24860,14060,7380,2890,42810,4810,0,6840,2440,1250
98118,"$1 under $25,000",5990,4600,590,710,7730,1130,0,1670,230,90
98118,"$25,000 under $50,000",6470,4160,970,1200,10470,1050,0,2460,550,110
98118,"$50,000 under $75,000",3920,2360,950,490,6490,800,0,1050,520,130
98118,"$75,000 under $100,000",2310,1120,890,220,4230,560,0,570,360,100
98118,"$100,000 under $200,000",3900,1400,2210,200,8170,880,0,790,580,350
98118,"$200,000 or more",2270,420,1770,70,5720,390,0,300,200,470
,,,,,,,,,,,
98119,,13330,9260,3490,400,19420,2340,0,2450,1400,1030
98119,"$1 under $25,000",1780,1630,90,40,1620,340,0,430,110,40
98119,"$25,000 under $50,000",2390,2140,120,90,2640,340,0,860,230,60
98119,"$50,000 under $75,000",2140,1860,190,50,2460,340,0,430,230,60
98119,"$75,000 under $100,000",1440,1120,250,50,1830,290,0,220,190,70
98119,"$100,000 under $200,000",2710,1700,880,90,4090,540,0,290,390,180
98119,"$200,000 or more",2870,810,1960,80,6780,490,0,220,250,620
,,,,,,,,,,,
98121,,12010,9370,2210,220,14890,1260,0,1520,700,690
98121,"$1 under $25,000",1390,1270,60,40,1450,230,0,340,50,30
98121,"$25,000 under $50,000",1540,1400,70,50,1670,160,0,480,100,30
98121,"$50,000 under $75,000",1300,1150,100,30,1430,130,0,240,90,50
98121,"$75,000 under $100,000",1150,1000,110,0,1300,120,0,150,80,40
98121,"$100,000 under $200,000",3440,2720,590,50,4210,290,0,200,210,170
98121,"$200,000 or more",3190,1830,1280,50,4830,330,0,110,170,370
,,,,,,,,,,,
98122,,23310,18130,3870,920,30330,2420,0,4590,1240,1210
98122,"$1 under $25,000",4200,3760,140,240,4330,560,0,1140,120,80
98122,"$25,000 under $50,000",4900,4300,220,280,5680,420,0,1760,260,100
98122,"$50,000 under $75,000",3740,3280,240,140,4320,350,0,730,210,100
98122,"$75,000 under $100,000",2350,1910,310,80,2900,250,0,310,170,80
98122,"$100,000 under $200,000",4550,3290,1090,110,6250,470,0,400,280,240
98122,"$200,000 or more",3570,1590,1870,70,6850,370,0,250,200,610
,,,,,,,,,,,
98125,,21990,13570,6510,1450,35180,4930,0,4660,2780,1100
98125,"$1 under $25,000",4800,3980,390,340,5510,1130,0,1100,300,80
98125,"$25,000 under $50,000",5260,4070,580,490,7040,920,0,1530,600,90
98125,"$50,000 under $75,000",3520,2510,660,260,5030,770,0,700,520,110
98125,"$75,000 under $100,000",2160,1230,750,130,3560,600,0,400,410,120
98125,"$100,000 under $200,000",3840,1310,2290,170,8040,1040,0,660,690,310
98125,"$200,000 or more",2410,470,1840,60,6000,470,0,270,260,390
,,,,,,,,,,,
98126,,11790,6540,4020,960,20530,2260,0,2780,1290,690
98126,"$1 under $25,000",1980,1560,160,230,2510,450,0,520,140,40
98126,"$25,000 under $50,000",2330,1650,280,330,3560,440,0,820,300,50
98126,"$50,000 under $75,000",1700,1180,320,130,2560,380,0,410,260,60
98126,"$75,000 under $100,000",1270,770,370,90,2020,280,0,260,180,50
98126,"$100,000 under $200,000",2780,1070,1520,140,5520,540,0,530,310,210
98126,"$200,000 or more",1730,310,1370,40,4360,170,0,240,100,280
,,,,,,,,,,,
98133,,25930,15940,7540,1960,41520,5810,0,5970,3180,1070
98133,"$1 under $25,000",5750,4750,470,440,6630,1420,0,1280,370,80
98133,"$25,000 under $50,000",6490,4910,780,650,8830,1260,0,1940,800,130
98133,"$50,000 under $75,000",4430,2990,940,400,6530,1030,0,1010,700,130
98133,"$75,000 under $100,000",2650,1390,980,210,4560,730,0,560,480,130
98133,"$100,000 under $200,000",4570,1500,2790,210,9830,1090,0,900,670,290
98133,"$200,000 or more",2040,400,1580,50,5140,280,0,280,160,310
,,,,,,,,,,,
98134,,460,370,60,0,590,90,0,100,50,30
98134,"$1 under $25,000",100,100,0,0,110,30,0,30,0,0
98134,"$25,000 under $50,000",120,100,0,0,140,0,0,50,30,0
98134,"$50,000 under $75,000",80,70,0,0,100,30,0,0,0,0
98134,"$75,000 under $100,000",50,40,40,0,60,0,0,20,20,0
98134,"$100,000 under $200,000",70,60,0,0,90,30,0,0,0,0
98134,"$200,000 or more",40,0,20,0,90,0,0,0,0,30
,,,,,,,,,,,
98136,,8720,4660,3470,450,15080,2440,0,1780,1490,810
98136,"$1 under $25,000",1320,1160,90,50,1250,410,0,270,130,30
98136,"$25,000 under $50,000",1320,1080,130,80,1610,350,0,460,250,50
98136,"$50,000 under $75,000",1150,850,180,90,1540,370,0,260,280,60
98136,"$75,000 under $100,000",920,560,280,60,1420,290,0,160,210,50
98136,"$100,000 under $200,000",2130,750,1230,110,4310,650,0,370,430,220
98136,"$200,000 or more",1880,260,1560,60,4950,370,0,260,190,400
,,,,,,,,,,,
98144,,17350,11240,4350,1440,26650,2870,0,3880,1420,1040
98144,"$1 under $25,000",3520,2870,240,360,4170,720,0,950,140,70
98144,"$25,000 under $50,000",3920,2990,360,500,5320,570,0,1380,330,90
98144,"$50,000 under $75,000",2630,1960,380,220,3610,430,0,560,260,80
98144,"$75,000 under $100,000",1690,1130,410,110,2500,300,0,300,200,80
98144,"$100,000 under $200,000",3070,1590,1250,150,5320,520,0,430,330,260
98144,"$200,000 or more",2520,700,1710,100,5730,330,0,260,160,460
,,,,,,,,,,,
98146,,14190,7440,4780,1720,25460,3170,0,3680,1680,660
98146,"$1 under $25,000",3360,2560,330,420,4330,690,0,740,200,60
98146,"$25,000 under $50,000",3580,2200,620,680,5910,660,0,1130,400,60
98146,"$50,000 under $75,000",2350,1280,710,310,4270,550,0,690,320,60
98146,"$75,000 under $100,000",1470,610,690,140,2940,420,0,380,280,70
98146,"$100,000 under $200,000",2420,640,1600,140,5450,620,0,560,370,190
98146,"$200,000 or more",1010,150,830,30,2560,230,0,180,110,220
,,,,,,,,,,,
98148,,5430,3110,1500,730,9560,1100,0,1570,600,180
98148,"$1 under $25,000",1330,1020,100,180,1730,280,0,330,90,0
98148,"$25,000 under $50,000",1580,1040,190,310,2530,240,0,540,150,40
98148,"$50,000 under $75,000",1000,590,260,130,1760,220,0,280,140,20
98148,"$75,000 under $100,000",550,240,250,60,1150,140,0,170,100,20
98148,"$100,000 under $200,000",780,190,540,50,1880,180,0,210,120,60
98148,"$200,000 or more",190,30,160,0,510,40,0,40,0,40
,,,,,,,,,,,
98155,,18300,9690,6970,1310,32450,4800,0,4190,2760,1180
98155,"$1 under $25,000",3750,3090,360,240,4120,880,0,800,250,70
98155,"$25,000 under $50,000",3690,2650,560,400,5180,860,0,1160,570,100
98155,"$50,000 under $75,000",2750,1740,680,270,4330,790,0,650,520,100
98155,"$75,000 under $100,000",1930,920,790,170,3480,620,0,390,420,120
98155,"$100,000 under $200,000",3890,990,2670,170,9040,1140,0,840,730,360
98155,"$200,000 or more",2290,300,1910,60,6300,510,0,350,270,430
,,,,,,,,,,,
98164,,120,70,40,0,160,20,0,0,0,0
98164,"$1 under $25,000",0,0,0,0,0,0,0,0,0,0
98164,"$25,000 under $50,000",30,20,0,0,40,20,0,0,0,0
98164,"$50,000 under $75,000",0,0,0,0,0,0,0,0,0,0
98164,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0
98164,"$100,000 under $200,000",40,30,0,0,50,0,0,0,0,0
98164,"$200,000 or more",50,20,40,0,70,0,0,0,0,0
,,,,,,,,,,,
98166,,11300,5800,4360,950,19970,3470,0,2380,2110,880
98166,"$1 under $25,000",2350,1900,220,210,2720,640,0,440,200,60
98166,"$25,000 under $50,000",2260,1530,330,340,3350,510,0,670,340,50
98166,"$50,000 under $75,000",1690,1050,420,180,2720,540,0,350,380,60
98166,"$75,000 under $100,000",1140,540,480,90,2030,430,0,250,320,70
98166,"$100,000 under $200,000",2320,580,1610,100,5150,870,0,460,600,250
98166,"$200,000 or more",1540,200,1300,30,4000,480,0,210,270,390
,,,,,,,,,,,
98168,,18640,10520,5170,2620,33020,3450,0,5690,1770,500
98168,"$1 under $25,000",4950,3790,460,620,6590,900,0,1250,230,60
98168,"$25,000 under $50,000",5920,3680,980,1150,10020,920,0,2150,520,80
98168,"$50,000 under $75,000",3290,1700,980,530,6250,610,0,1000,370,90
98168,"$75,000 under $100,000",1900,720,950,190,4070,440,0,580,270,70
98168,"$100,000 under $200,000",2210,550,1520,130,5190,500,0,630,330,140
98168,"$200,000 or more",370,80,280,0,900,80,0,80,50,60
,,,,,,,,,,,
98177,,10390,4830,4900,470,19520,3620,0,1760,2280,1310
98177,"$1 under $25,000",1910,1640,170,70,1760,550,0,300,150,60
98177,"$25,000 under $50,000",1410,1070,220,80,1810,480,0,370,350,60
98177,"$50,000 under $75,000",1150,760,270,90,1670,460,0,210,340,60
98177,"$75,000 under $100,000",950,500,370,50,1600,430,0,160,330,60
98177,"$100,000 under $200,000",2410,590,1670,110,5510,1000,0,420,720,310
98177,"$200,000 or more",2560,270,2200,70,7170,700,0,300,390,760
,,,,,,,,,,,
98178,,13470,7430,4020,1750,23500,3030,0,3710,1670,490
98178,"$1 under $25,000",3290,2490,330,440,4390,700,0,860,160,50
98178,"$25,000 under $50,000",3520,2230,530,670,5780,620,0,1250,400,60
98178,"$50,000 under $75,000",2280,1300,590,340,3950,540,0,610,340,50
98178,"$75,000 under $100,000",1490,620,660,170,2900,430,0,370,290,60
98178,"$100,000 under $200,000",2160,630,1360,130,4780,570,0,500,370,140
98178,"$200,000 or more",730,160,550,0,1700,170,0,120,110,130
,,,,,,,,,,,
98188,,13970,7980,3610,2080,23850,2710,0,4700,1300,370
98188,"$1 under $25,000",3830,2890,360,500,5090,720,0,1140,170,40
98188,"$25,000 under $50,000",4690,2860,720,980,7650,690,0,1970,350,60
98188,"$50,000 under $75,000",2460,1280,750,370,4580,480,0,790,270,50
98188,"$75,000 under $100,000",1220,470,590,140,2510,320,0,360,200,50
98188,"$100,000 under $200,000",1430,400,940,90,3200,390,0,380,250,90
98188,"$200,000 or more",340,80,250,0,820,110,0,60,60,80
,,,,,,,,,,,
98198,,19330,10500,5780,2700,34200,4620,0,5020,2860,640
98198,"$1 under $25,000",4630,3560,380,620,6090,900,0,1010,270,50
98198,"$25,000 under $50,000",5330,3280,790,1150,9010,960,0,1770,650,90
98198,"$50,000 under $75,000",3500,1930,960,520,6210,890,0,910,610,70
98198,"$75,000 under $100,000",2050,860,920,220,4100,630,0,490,470,70
98198,"$100,000 under $200,000",3000,720,2080,170,6860,950,0,720,690,190
98198,"$200,000 or more",820,150,650,20,1930,290,0,120,170,170
,,,,,,,,,,,
98199,,11520,6060,4820,490,20730,2980,0,1970,1810,1310
98199,"$1 under $25,000",1700,1530,110,40,1490,410,0,330,120,40
98199,"$25,000 under $50,000",1550,1270,160,90,1920,350,0,480,250,50
98199,"$50,000 under $75,000",1400,1080,210,80,1840,370,0,260,260,60
98199,"$75,000 under $100,000",1080,690,300,70,1580,330,0,190,250,70
98199,"$100,000 under $200,000",2380,980,1250,120,4590,810,0,370,550,270
98199,"$200,000 or more",3410,510,2790,90,9310,710,0,340,380,820
,,,,,,,,,,,
98201,,14410,8750,3820,1590,23560,3110,0,3950,1710,510
98201,"$1 under $25,000",3720,2990,270,410,4660,840,0,830,230,50
98201,"$25,000 under $50,000",4060,2850,440,680,6010,670,0,1330,440,60
98201,"$50,000 under $75,000",2570,1610,610,290,4210,540,0,750,350,50
98201,"$75,000 under $100,000",1480,670,670,110,2840,330,0,410,230,60
98201,"$100,000 under $200,000",2060,550,1400,100,4600,540,0,550,350,140
98201,"$200,000 or more",520,80,430,0,1240,190,0,80,110,150
,,,,,,,,,,,
98203,,18070,9610,6180,1920,32450,4080,0,5230,2300,730
98203,"$1 under $25,000",4090,3160,440,420,5130,860,0,870,260,70
98203,"$25,000 under $50,000",4510,2980,680,730,7050,800,0,1530,520,80
98203,"$50,000 under $75,000",3100,1730,890,410,5560,670,0,930,450,90
98203,"$75,000 under $100,000",2110,870,1010,180,4300,520,0,650,320,80
98203,"$100,000 under $200,000",3380,760,2420,160,8130,950,0,1070,590,220
98203,"$200,000 or more",880,110,740,20,2280,280,0,180,160,190
,,,,,,,,,,,
98204,,20730,11700,5300,3280,36910,3190,0,5880,1500,440
98204,"$1 under $25,000",5630,4150,550,820,7820,920,0,1180,230,60
98204,"$25,000 under $50,000",6820,4220,1000,1420,11410,840,0,2080,460,90
98204,"$50,000 under $75,000",3860,1980,1120,660,7330,610,0,1160,350,80
98204,"$75,000 under $100,000",2040,730,1050,220,4560,390,0,650,230,70
98204,"$100,000 under $200,000",2110,570,1380,160,5120,380,0,730,200,100
98204,"$200,000 or more",270,50,200,0,670,50,0,80,30,40
,,,,,,,,,,,
98208,,28590,13860,11350,2850,54860,5970,0,7980,3410,1130
98208,"$1 under $25,000",6320,4980,650,580,7570,1220,0,1290,370,90
98208,"$25,000 under $50,000",6490,4210,1120,1010,10360,1120,0,2110,790,130
98208,"$50,000 under $75,000",4400,2300,1370,600,8090,990,0,1260,680,140
98208,"$75,000 under $100,000",3140,1050,1710,310,6990,800,0,960,550,120
98208,"$100,000 under $200,000",6460,1150,4920,320,16870,1490,0,1980,860,380
98208,"$200,000 or more",1780,170,1580,30,4980,350,0,380,160,270
,,,,,,,,,,,
98220,,350,160,150,30,650,120,0,110,80,0
98220,"$1 under $25,000",90,60,20,0,120,30,0,0,0,0
